"10","86807","<hex:0248020803><hex:0249020403>前往迷宮吧——善用輔助隊員挑戰迷宮．續<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>訪問進入點，選擇<hex:0248020F03>和輔助隊員進入<hex:0248020103>後，<hex:02100103>將會打開<hex:0248020F03>任務支援者窗口<hex:0248020103>。<hex:02100103><hex:02100103><hex:0248020F03>輔助隊員的職業或特職<hex:0248020103>會根據你當前的職業或特職<hex:0248020F03>自動調整<hex:0248020103>為最佳組合。<hex:02100103><hex:0248020F03>按下進入按鈕後<hex:0248020103>就可以與非玩家角色一同挑戰迷宮了！"
"11","86808","<hex:0248020803><hex:0249020403>前往迷宮吧——與其他玩家組隊挑戰迷宮<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103><hex:0248020F03>任務搜尋器<hex:0248020103>是供<hex:0248020F03>不同玩家<hex:0248020103>組成小隊<hex:02100103>一起挑戰迷宮等任務的<hex:0248020F03>便利功能<hex:0248020103>。<hex:02100103><hex:02100103>訪問進入點，選擇<hex:0248020F03>與其他玩家一同進入<hex:0248020103>後，<hex:02100103>將會打開<hex:0248020F03>任務搜尋器窗口<hex:0248020103>。<hex:02100103><hex:0248020F03>勾選想要挑戰的迷宮名稱<hex:0248020103>，然後<hex:0248020F03>按下參加按鈕<hex:0248020103>，<hex:02100103>系統就會自動地將參加相同任務的玩家組成小隊。<hex:02100103>這個過程被稱為<hex:0248020F03>配對<hex:0248020103>。"
"12","86809","<hex:0248020803><hex:0249020403>前往迷宮吧——與其他玩家組隊挑戰迷宮．續<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>在<hex:0248020F03>配對完成<hex:0248020103>時會有<hex:0248020F03>聲音提示，並彈出窗口<hex:0248020103>。<hex:02100103><hex:0248020F03>按下出發按鈕<hex:0248020103>就可以進行挑戰了！<hex:02100103><hex:02100103>透過配對與你組成小隊的是<hex:0248020F03>同樣在這個世界展開冒險的其他玩家<hex:0248020103>。<hex:02100103>還請不要忘記向對方打聲招呼問候，比如「你好」「請多關照」之類的，<hex:02100103>與隊友齊心協力一起完成迷宮挑戰吧！"
"13","86810","<hex:0248020803><hex:0249020403>可以挑戰的迷宮數量將會不斷增加！<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>隨著你的冒險不斷推進，可以挑戰的迷宮數量也會不斷增加。<hex:02100103><hex:0248020F03>當前不可使用任務支援者的迷宮及任務<hex:0248020103>請多<hex:0248020F03>利用任務搜尋器<hex:0248020103>參與挑戰！<hex:02100103><hex:02100103>此外成功挑戰過的迷宮也可以重複進行挑戰。<hex:02100103>可以從<hex:0248020F03>快捷指令<hex:0248020103>的<hex:0248020F03>任務情報<hex:0248020103>選單選擇<hex:0248020F03>任務搜尋器<hex:0248020103><hex:02100103>或<hex:0248020F03>任務支援者<hex:0248020103>再次進行挑戰。"
"14","86810","<hex:0248020803><hex:0249020403>想要再次查看說明時<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>開啟任務搜尋器或任務支援者窗口，<hex:02100103><hex:0248020F03>按下「？」按鈕<hex:0248020103>即可查看之前說明的內容。<hex:02100103><hex:02100103>以上兩項功能對推進劇情能起到重要的幫助！<hex:02100103>請充分利用這些功能，享受愉快的冒險旅程吧！"
"15","86812","<hex:0248020803><hex:0249020403>開放了新型任務——異變迷宮！<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103><hex:0248020F03>異變迷宮<hex:0248020103>需要和相關人物一起探索迷宮內的<hex:0248020F03>分歧路線<hex:0248020103>，<hex:02100103>找出藏在迷宮內的<hex:0248020F03>故事<hex:0248020103>。<hex:02100103><hex:02100103>找到的故事會一個一個記載到異變迷宮專用的筆記或記錄冊上。<hex:02100103><hex:02100103>迷宮中會有一些隱藏的分歧路線。<hex:02100103>發現所有的路線，找出藏在迷宮中的故事吧。"
"16","86812","<hex:0248020803><hex:0249020403>一起探索的人數<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>異變迷宮可以以任意人數進行探索，但最多不得超過4人。<hex:02100103>難度將會根據探索人數進行<hex:0248020F03>自動調整<hex:0248020103>。<hex:02100103><hex:02100103>可以和熟知的同伴組隊進行探索，<hex:02100103>也可以透過自動配對，與其他玩家組隊進行探索。<hex:02100103>當然，也可以單人進行探索，但是迷宮的難度可能會相對難一些。"
"17","86813","<hex:0248020803><hex:0249020403>異變技能<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>在異變迷宮內可以使用「<hex:0248020F03>異變技能<hex:0248020103>」，<hex:02100103>以方便冒險者透過任意職業構成探索迷宮。<hex:02100103><hex:02100103>無論是防護職業還是進攻職業，都可以使用<hex:0248020F03>特殊的治療和復活<hex:0248020103>來擔任治療職業的職責，<hex:02100103>當然，其他的職業同樣也準備了不同的<hex:0248020F03>特殊技能<hex:0248020103>。<hex:02100103><hex:02100103>探索時可以使用2種不同的異變技能，也可以隨時透過專用的窗口更換異變技能。"
"18","86813","<hex:0248020803><hex:0249020403>進入方法<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>進入異變迷宮時，需要與<hex:0248020F03>入口處的非玩家角色對話<hex:0248020103>，<hex:02100103>或者選擇快捷指令「任務情報」的「<hex:0248020F03>特殊迷宮探索器<hex:0248020103>」，<hex:02100103>打開專用的窗口進入異變迷宮。<hex:02100103><hex:02100103>有關異變技能的設定、閱讀已發現的故事以及特殊迷宮探索相關的內容，<hex:02100103>均可以在此專用窗口中進行操作。"
"19","86811","<hex:0248020803><hex:0249020403>開拓無人島是可以讓你在專屬於自己的小島上自由地享受慢生活的玩法！<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>你可以在島上探險尋找絕美的景點，也可以耕種一些作物或飼養一些動物。<hex:02100103>在南方的島上做自己喜歡做的事情，過上理想中的生活吧！"
"20","86811","<hex:0248020803><hex:0249020403>■不存在職業/特職的限制<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>就算沒有開放能工巧匠和大地使者職業，<hex:02100103>也能不受限制地享受這裡的生活。<hex:02100103><hex:02100103>請穿上最喜歡的服裝開始開拓自己的無人島吧！"
"21","86811","<hex:0248020803><hex:0249020403>■開拓經驗值與開拓等級<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>在無人島內進行活動會獲得開拓經驗值，<hex:02100103>當開拓經驗值蓄積到一定程度後，將會提升開拓等級。<hex:02100103><hex:02100103>開拓等級上升後，能在島內做的事情也會逐漸變多。"
"22","86811","<hex:0248020803><hex:0249020403>■開拓目標<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>在無人島內會顯示出開拓目標作為下一步行動的指引。<hex:02100103><hex:02100103>當不知道接下來該做什麼的時候，請參考開拓目標。"
