"10","12","0","25","1000","19500","20","0","2","郊外の街道巡回","<hex:020942E802FF10>東ラノシア<hex:FF19>黒衣森：南部森林<hex:FF13>南ザナラーン<hex:03>の主要街道の巡回を命じる。物資輸送の要となる街道の治安を守るべく、目を光らせよ。","0","0","0","0","0","0","0","0","0","0","0","0","425","140","280","425","280","155","20","20","20","20","20","20","285","450","155","160","450","280","20","20","20","20","20","20","160","280","435","285","140","435","20","20","20","20","20","20","20","20","20","20","20","20"
"11","12","0","30","1000","22500","20","0","2","蛮族拠点の威力偵察","<hex:020951E802FF19>コボルド軍試掘地<hex:FF19>イクサル軍伐採所<hex:FF19>アマルジャ軍陣屋<hex:03>への威力偵察を命じる。敵性蛮族の迎撃が予想されるが、これを排除しつつ情報を持ち帰れ。","0","0","0","0","0","0","0","0","0","0","0","0","170","440","440","295","155","295","20","20","20","20","20","20","295","300","175","465","465","170","20","20","20","20","20","20","450","175","300","155","295","450","20","20","20","20","20","20","20","20","20","20","20","20"
"12","12","0","35","1000","25500","20","0","2","行方不明者の捜索","<hex:020945E802FF13>外地ラノシア<hex:FF19>黒衣森：北部森林<hex:FF13>北ザナラーン<hex:03>にて、友軍部隊に行方不明者が出た。敵性勢力の影響力が強い地域だけに、迅速に捜索し救助せよ。","0","0","0","0","0","0","0","0","0","0","0","0","310","185","455","170","310","455","20","20","20","20","20","20","480","310","315","480","185","190","20","20","20","20","20","20","170","465","190","310","465","315","20","20","20","20","20","20","20","20","20","20","20","20"
"13","12","0","35","1000","27000","20","0","2","同盟軍との合同演習","<hex:020924E802FF0A>不滅隊<hex:FF0A>黒渦団<hex:FF0A>双蛇党<hex:03>との合同演習が開催される。<hex:020924E802FF0A>黒渦団<hex:FF0A>双蛇党<hex:FF0A>不滅隊<hex:03>の代表として参加し、我が軍の優秀性を示せ。","14945","14945","14945","14945","14945","14945","1","1","1","1","1","1","455","310","170","310","185","455","20","20","20","20","20","20","190","480","480","185","310","315","20","20","20","20","20","20","315","170","310","465","465","190","20","20","20","20","20","20","20","20","20","20","20","20"
"14","13","15","40","4000","30000","0","0","2","重要任務：クリスタル奪取作戦","敵性蛮族による蛮神<hex:020930E802FF0D>タイタン<hex:FF0D>ガルーダ<hex:FF10>イフリート<hex:03>召喚を阻害するため、<hex:020951E802FF19>コボルド軍試掘地<hex:FF19>イクサル軍伐採所<hex:FF19>アマルジャ軍陣屋<hex:03>からクリスタルを奪取する作戦が発動された。友軍部隊と協力しつつ敵拠点に潜入、目標物を奪い取れ。","0","0","0","0","0","0","0","0","0","0","0","0","315","315","315","315","315","315","0","0","0","0","0","0","325","325","325","325","325","325","0","0","0","0","0","0","340","340","340","340","340","340","0","0","0","0","0","0","100","100","100","100","100","100"
"15","16","17","40","4000","30000","0","0","2","重要任務：クリスタル奪取作戦","敵性蛮族による蛮神<hex:020930E802FF0D>タイタン<hex:FF0D>ガルーダ<hex:FF10>イフリート<hex:03>召喚を阻害するため、<hex:020951E802FF19>コボルド軍試掘地<hex:FF19>イクサル軍伐採所<hex:FF19>アマルジャ軍陣屋<hex:03>からクリスタルを奪取する作戦が発動された。友軍部隊と協力しつつ敵拠点に潜入、目標物を奪い取れ。","0","0","0","0","0","0","0","0","0","0","0","0","315","315","315","315","315","315","0","0","0","0","0","0","325","325","325","325","325","325","0","0","0","0","0","0","340","340","340","340","340","340","0","0","0","0","0","0","100","100","100","100","100","100"
"16","15","0","40","2000","30000","20","0","3","蛮族拠点の強襲","<hex:02094BE802FF1C>ウ・ガマロ武装鉱山<hex:FF16>ナタラン入植地<hex:FF13>ザハラク戦陣<hex:03>に対する強襲作戦が発動した。ただちに友軍部隊と合流し、その一翼を担うべし。","14946","14946","14946","14946","14946","14946","5","5","5","5","5","5","530","530","385","245","385","265","20","20","20","20","20","20","385","275","560","560","265","385","20","20","20","20","20","20","275","385","245","385","540","540","20","20","20","20","20","20","20","20","20","20","20","20"
"17","15","0","40","2000","30000","20","0","3","違法武器売買の摘発","諜報部門より、違法な武器売買が行われるとの情報が寄せられた。指定された取引場所に赴き、犯罪者どもを一網打尽にすべし。","14947","14947","14947","14947","14947","14947","5","5","5","5","5","5","385","245","385","265","530","530","20","20","20","20","20","20","560","560","265","385","385","275","20","20","20","20","20","20","245","385","540","540","275","385","20","20","20","20","20","20","20","20","20","20","20","20"
"18","15","0","40","2000","30000","20","0","3","帝国軍拠点の強行偵察","<hex:020972E802FF25>カストルム・オクシデンス<hex:FF1F>カストルム・セントリ<hex:FF28>カストルム・メリディアヌム<hex:03>周辺に対する強行偵察を命じる。現地の帝国軍部隊の動向について、詳細な情報を持ち帰れ。","14948","14948","14948","14948","14948","14948","5","5","5","5","5","5","385","265","530","530","385","245","20","20","20","20","20","20","265","385","385","275","560","560","20","20","20","20","20","20","540","540","275","385","245","385","20","20","20","20","20","20","20","20","20","20","20","20"
"19","15","0","40","2000","30000","20","0","3","帝国軍脱走兵の追跡","<hex:020942E802FF10>東ラノシア<hex:FF19>黒衣森：東部森林<hex:FF13>北ザナラーン<hex:03>にて、帝国軍の脱走兵と思しき人物が目撃された。ただちに現場に赴き、不審者を捜索して身柄を確保せよ。","14949","14949","14949","14949","14949","14949","5","5","5","5","5","5","530","385","245","385","265","530","20","20","20","20","20","20","275","560","560","265","385","385","20","20","20","20","20","20","385","245","385","540","540","275","20","20","20","20","20","20","20","20","20","20","20","20"
"20","15","0","40","2000","30000","20","0","3","帝国軍部隊への牽制攻撃","このほど、エオルゼア同盟軍としてモードゥナ地域における、帝国軍部隊に対する牽制攻撃を行う運びとなった。<hex:020924E802FF0A>黒渦団<hex:FF0A>双蛇党<hex:FF0A>不滅隊<hex:03>を代表して参加し、作戦を成功に導け。","14950","14950","14950","14950","14950","14950","5","5","5","5","5","5","245","385","265","530","530","385","20","20","20","20","20","20","560","265","385","385","275","560","20","20","20","20","20","20","385","540","540","275","385","245","20","20","20","20","20","20","20","20","20","20","20","20"
"21","15","0","40","2000","30000","20","0","3","蛮族補給線の分断作戦","<hex:020996E802FF2B>西ラノシアにおけるサハギン族<hex:FF34>黒衣森：北部森林におけるイクサル族<hex:FF31>南ザナラーンにおけるアマルジャ族<hex:03>の補給線を分断すべく、大部隊を投じた作戦を展開することとなった。<hex:02092DE802FF0A>軍令部<hex:FF10>統合司令部<hex:FF0D>作戦本部<hex:03>の指示に従い、その一翼を担え。","14951","14951","14951","14951","14951","14951","5","5","5","5","5","5","265","530","530","385","245","385","20","20","20","20","20","20","385","385","275","560","560","265","20","20","20","20","20","20","540","275","385","245","385","540","20","20","20","20","20","20","20","20","20","20","20","20"
"22","15","0","40","2000","30000","20","0","3","指名手配犯の追跡","<hex:020924E802FF0A>不滅隊<hex:FF0A>黒渦団<hex:FF0A>双蛇党<hex:03>が、指名手配している犯罪者の姿が、<hex:02092DE802FF0D>ラノシア<hex:FF0A>黒衣森<hex:FF10>ザナラーン<hex:03>で目撃されたらしい。<hex:020924E802FF0A>不滅隊<hex:FF0A>黒渦団<hex:FF0A>双蛇党<hex:03>の特務士官と協力し、追跡せよ。","14952","14952","14952","14952","14952","14952","5","5","5","5","5","5","530","530","245","385","265","385","20","20","20","20","20","20","275","385","560","560","385","265","20","20","20","20","20","20","385","275","385","245","540","540","20","20","20","20","20","20","20","20","20","20","20","20"
"23","15","0","40","2000","30000","20","0","3","帝国軍補給部隊の撃滅","諜報部門より、帝国軍補給部隊に関する重要情報が寄せられた。<hex:020972E802FF25>カストルム・オクシデンス<hex:FF1F>カストルム・セントリ<hex:FF28>カストルム・メリディアヌム<hex:03>に向かう敵補給部隊を撃滅せよ。","14953","14953","14953","14953","14953","14953","5","5","5","5","5","5","245","385","265","385","530","530","20","20","20","20","20","20","560","560","385","265","275","385","20","20","20","20","20","20","385","245","540","540","385","275","20","20","20","20","20","20","20","20","20","20","20","20"
"24","15","0","40","2000","30000","20","0","3","キメラ生物の排除","我が領内において、おぞましいキメラ生物が目撃されている。<hex:020969E802FF22>巨躯を誇るミノタウルス<hex:FF22>強大な魔法を操るラミア<hex:FF1F>非常に獰猛なキマイラ<hex:03>を追跡し、確実に排除すべし。","14954","14954","14954","14954","14954","14954","5","5","5","5","5","5","265","385","530","530","245","385","20","20","20","20","20","20","385","265","275","385","560","560","20","20","20","20","20","20","540","540","385","275","385","245","20","20","20","20","20","20","20","20","20","20","20","20"
"25","15","0","50","3000","37500","20","0","3","暁との共同作戦","<hex:020939E802FF10>コボルド族<hex:FF10>イクサル族<hex:FF13>アマルジャ族<hex:03>による蛮神召喚の前兆を探るため、「暁の血盟」と共同作戦を展開する。同組織に所属する<hex:020939E802FF13>スラフスイス<hex:FF13>ダリウステル<hex:FF0D>アリアヌ<hex:03>と合流し、その指示を仰げ。","14946","14946","14946","14946","14946","14946","10","10","10","10","10","10","295","430","590","590","275","430","20","20","20","20","20","20","430","295","305","430","620","620","20","20","20","20","20","20","600","600","430","305","430","275","20","20","20","20","20","20","20","20","20","20","20","20"
"26","15","0","50","3000","37500","20","0","3","対魔導兵器戦術の開拓","鹵獲した帝国軍の魔導兵器を利用した模擬戦が行われることになった。より効果的な対魔導兵器戦術を開拓するため、貴隊も参加されたし。","14947","14947","14947","14947","14947","14947","10","10","10","10","10","10","275","430","295","430","590","590","20","20","20","20","20","20","620","620","430","295","305","430","20","20","20","20","20","20","430","275","600","600","430","305","20","20","20","20","20","20","20","20","20","20","20","20"
"27","15","0","50","3000","37500","20","0","3","人質の救出作戦","<hex:020996E802FF37>サハギン族支配下の海賊団「海蛇の舌」<hex:FF25>イクサル族の装甲気球部隊<hex:FF34>アマルジャ族の人拐い部隊「炎牙衆」<hex:03>が、一般市民を拉致したとの情報が寄せられた。人質たちが蛮神の贄とされる前に、敵拠点に潜入して救出されたし。","14948","14948","14948","14948","14948","14948","10","10","10","10","10","10","590","590","275","430","295","430","20","20","20","20","20","20","305","430","620","620","430","295","20","20","20","20","20","20","430","305","430","275","600","600","20","20","20","20","20","20","20","20","20","20","20","20"
"28","15","0","50","3000","37500","20","0","3","武装集団の撃滅","<hex:020978E802FF1F>マムージャ族の戦闘団<hex:FF25>密猟団「クァールクロウ」<hex:FF2E>旧アラミゴ王家親衛隊「骸旅団」<hex:03>から分派したと思われる武装集団が、我が領内で不法行為を働き、大きな脅威となっている。現地に急行し、撃滅されたし。","14949","14949","14949","14949","14949","14949","10","10","10","10","10","10","295","590","590","430","275","430","20","20","20","20","20","20","430","430","305","620","620","295","20","20","20","20","20","20","600","305","430","275","430","600","20","20","20","20","20","20","20","20","20","20","20","20"
"29","15","0","50","3000","37500","20","0","3","違法カルト教団の摘発","終末思想を掲げるカルト教団、「最後の群民」が違法な勧誘活動を続けている。一般市民を装って<hex:02093CE802FF19>リムサ・ロミンサ<hex:FF10>グリダニア<hex:FF0D>ウルダハ<hex:03>内を巡回し、勧誘してきたカルトの一味を摘発せよ。","14950","14950","14950","14950","14950","14950","10","10","10","10","10","10","275","430","295","590","590","430","20","20","20","20","20","20","620","295","430","430","305","620","20","20","20","20","20","20","430","600","600","305","430","275","20","20","20","20","20","20","20","20","20","20","20","20"
"30","15","0","50","3000","37500","20","0","3","不法妖異の排除","我が領内において、不法に召喚された妖異が目撃された。<hex:02095AE802FF19>サキュバス型妖異<hex:FF1F>トルバドゥール型妖異<hex:FF1C>アンクハガー型妖異<hex:03>を追跡し、確実に排除すべし。","14951","14951","14951","14951","14951","14951","10","10","10","10","10","10","590","430","275","430","295","590","20","20","20","20","20","20","305","620","620","295","430","430","20","20","20","20","20","20","430","275","430","600","600","305","20","20","20","20","20","20","20","20","20","20","20","20"
"31","15","0","50","3000","37500","20","0","3","帝国軍廃棄兵器の撃破","帝国軍が廃棄した魔導兵器が、何らかの原因で暴走、領内の脅威となっている。ただちに現場に急行し、特務士官と連携して目標を撃破せよ。","14952","14952","14952","14952","14952","14952","10","10","10","10","10","10","430","295","590","590","430","275","20","20","20","20","20","20","295","430","430","305","620","620","20","20","20","20","20","20","600","600","305","430","275","430","20","20","20","20","20","20","20","20","20","20","20","20"
"32","15","0","50","3000","37500","20","0","3","ゴブリン族集団の排除","ゴブリン族の科学者集団「青の手」の下部組織が、我が領内にて機工兵器の実証実験を行っている。無許可の実験を止めるため、ただちに現場に急行せよ。","14953","14953","14953","14953","14953","14953","10","10","10","10","10","10","430","275","430","295","590","590","20","20","20","20","20","20","620","620","295","430","430","305","20","20","20","20","20","20","275","430","600","600","305","430","20","20","20","20","20","20","20","20","20","20","20","20"
"33","15","0","50","3000","37500","20","0","3","偽牙軍曹の摘発","「グリダニア出身の牙軍曹」を自称する屈強な男が、罪なき市民に対し大声で威嚇する事案が発生した。エオルゼア同盟軍の威信にかけて、この牙軍曹を摘発せよ。","14954","14954","14954","14954","14954","14954","10","10","10","10","10","10","590","590","430","275","430","295","20","20","20","20","20","20","430","305","620","620","295","430","20","20","20","20","20","20","305","430","275","430","600","600","20","20","20","20","20","20","20","20","20","20","20","20"
"34","17","19","50","5000","40000","0","0","2","重要任務：帝国軍特殊部隊の撃滅","諜報部門より、<hex:020936E802FF10>東ラノシア<hex:FF0D>東部森林<hex:FF13>北ザナラーン<hex:03>にて帝国軍の特殊部隊が出撃準備を進めているとの情報を得た。どうやら後方攪乱のため、都市部への破壊工作を画策しているらしい。急ぎ現場に向かい、敵部隊を撃滅せよ。","0","0","0","0","0","0","0","0","0","0","0","0","370","370","370","370","370","370","0","0","0","0","0","0","355","355","355","355","355","355","0","0","0","0","0","0","345","345","345","345","345","345","0","0","0","0","0","0","100","100","100","100","100","100"
