"18","0","0","0","0","","",""
"19","0","0","0","0","","",""
"20","1","0","150141","0","<hex:024804F201FA03><hex:024904F201FB03>「メインコマンド」<hex:0249020103><hex:0248020103>には、ゲームプレイに<hex:02100103>必要となる代表的な機能が並んでいます。<hex:02100103><hex:02100103>装備やステータスを確認できる<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「マイキャラクター」<hex:0249020103><hex:0248020103>や、<hex:02100103>クエストに関する情報を確認できる<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「ジャーナル」<hex:0249020103><hex:0248020103>など、様々な機能が<hex:02100103>あります。<hex:02100103><hex:02100103>　　　　　　　　　　　次のページヘ》","",""
"21","1","0","150142","0","<hex:024804F201FA03><hex:024904F201FB03>「システムメニュー」<hex:0249020103><hex:0248020103>には、キーボードの<hex:02100103>割り当てを変更する<hex:024804F201FA03><hex:024904F201FB03>「キーバインド」<hex:0249020103><hex:0248020103>や<hex:02100103>操作タイプやカメラなどが調整できる<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「キャラクターコンフィグ」<hex:0249020103><hex:0248020103>などが<hex:02100103>あります。<hex:02100103><hex:02100103>一度見た<hex:024804F201FA03><hex:024904F201FB03>HowTo<hex:0249020103><hex:0248020103>を確認したい場合は、<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「HowToリストを開く」<hex:0249020103><hex:0248020103>を選択すると、<hex:02100103>リストで確認することができます。<hex:02100103>　　　　　　　　　　　次のページヘ》","",""
"22","1","0","150143","0","ゲームの進行は自動的に保存されます。<hex:02100103><hex:02100103>ゲームを終了したい時は、<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「ゲームを終了する」<hex:0249020103><hex:0248020103>を選択します。<hex:02100103><hex:02100103>その他にもメインコマンドには様々な<hex:02100103>機能があります。","",""
"23","0","0","0","0","","",""
"24","0","0","0","0","","",""
"25","1","0","150131","0","<hex:024804F201FA03><hex:024904F201FB03>「デジョン」<hex:0249020103><hex:0248020103>とは、<hex:024804F201FA03><hex:024904F201FB03>「ホームポイント」<hex:0249020103><hex:0248020103>に<hex:02100103>帰投するための魔法です。<hex:02100103><hex:02100103>「デジョン」を実行するには、<hex:02100103>メインコマンドの<hex:024804F201FA03><hex:024904F201FB03>「マップ＆トラベル」<hex:0249020103><hex:0248020103>から<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「デジョン」<hex:0249020103><hex:0248020103>をクリックします。<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※デジョンは地球時間の15分に1回のみ<hex:02100103>　使用できます。<hex:0249020103><hex:0248020103><hex:02100103>　　　　　　　　　　　次のページヘ》","",""
"26","1","0","150132","0","<hex:024804F201FA03><hex:024904F201FB03>ホームポイントの登録<hex:0249020103><hex:0248020103>は、<hex:02100103>エーテライト<hex:024804F201FA03><hex:024904F201FB03>1ヶ所<hex:0249020103><hex:0248020103>にのみ登録ができます。<hex:02100103><hex:02100103>エーテライトを<hex:024804F201FA03><hex:024904F201FB03>「右クリック」<hex:0249020103><hex:0248020103>することで、<hex:02100103>ホームポイントの設定が可能です。<hex:02100103><hex:02100103>利用頻度の高い街などを<hex:02100103>登録しておくと良いでしょう。","",""
"27","1","0","150131","0","<hex:024804F201FA03><hex:024904F201FB03>「デジョン」<hex:0249020103><hex:0248020103>とは、<hex:024804F201FA03><hex:024904F201FB03>「ホームポイント」<hex:0249020103><hex:0248020103>に<hex:02100103>帰投するための魔法です。<hex:02100103><hex:02100103>「デジョン」を実行するには、<hex:02100103>メインコマンドの<hex:024804F201FA03><hex:024904F201FB03>「マップ＆トラベル」<hex:0249020103><hex:0248020103>から<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「デジョン」<hex:0249020103><hex:0248020103>を選択します。<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※デジョンは地球時間の15分に1回のみ<hex:02100103>　使用できます<hex:0249020103><hex:0248020103><hex:02100103>　　　　　　　　　　　次のページヘ》","",""
"28","1","0","150133","0","<hex:024804F201FA03><hex:024904F201FB03>ホームポイントの登録<hex:0249020103><hex:0248020103>は、<hex:02100103>エーテライト<hex:024804F201FA03><hex:024904F201FB03>1ヶ所<hex:0249020103><hex:0248020103>にのみ登録ができます。<hex:02100103><hex:02100103>エーテライトをターゲットすることで、<hex:02100103>ホームポイントの設定が可能です。<hex:02100103><hex:02100103>利用頻度の高い街などを<hex:02100103>登録しておくと良いでしょう。","",""
"29","0","0","0","0","","",""
"30","1","1","150041","0","進行中のクエストがある場合、クエストの<hex:02100103>目的地や対象がマップに表示されます。<hex:02100103><hex:02100103>マップを表示するには、<hex:02100103>メインコマンドの<hex:024804F201FA03><hex:024904F201FB03>「マップ＆トラベル」<hex:0249020103><hex:0248020103>から<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「マップ」<hex:0249020103><hex:0248020103>をクリック、または【Ｍ】キーを<hex:02100103>押下します。<hex:02100103><hex:02100103><hex:02100103>　　　　　　　　　　　次のページヘ》","",""
"31","1","1","150042","0","特定のクエストの目的地を探したい場合、<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「目的リスト」<hex:0249020103><hex:0248020103>に表示されている<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「現在の目的」<hex:0249020103><hex:0248020103>をクリックすると、<hex:02100103>目的地のマップが表示されます。<hex:02100103><hex:02100103>マップ上に示された目的地へ向かい、<hex:02100103>クエストを進めましょう。","",""
"32","1","1","150041","0","進行中のクエストがある場合、クエストの<hex:02100103>目的地や対象がマップに表示されます。<hex:02100103><hex:02100103>マップを表示するには、<hex:02100103>メインコマンドの<hex:024804F201FA03><hex:024904F201FB03>「マップ＆トラベル」<hex:0249020103><hex:0248020103>から<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「マップ」<hex:0249020103><hex:0248020103>を選択します。<hex:02100103><hex:02100103><hex:02100103><hex:02100103>　　　　　　　　　　　次のページヘ》","",""
"33","1","1","150042","0","特定のクエストの目的地を探したい場合、<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「目的リスト」<hex:0249020103><hex:0248020103>に表示されている<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「現在の目的」<hex:0249020103><hex:0248020103>を選択すると、<hex:02100103>目的地のマップが表示されます。<hex:02100103><hex:02100103>マップ上に示された目的地へ向かい、<hex:02100103>クエストを進めましょう。","",""
"34","0","0","0","0","","",""
"35","1","0","150181","0","現在の装備品は<hex:024804F201FA03><hex:024904F201FB03>「キャラクター」<hex:0249020103><hex:0248020103>から<hex:02100103>確認することができます。<hex:02100103><hex:02100103>「キャラクター」を表示するには、<hex:02100103>メインコマンドから<hex:024804F201FA03><hex:024904F201FB03>「マイキャラクター」<hex:0249020103><hex:0248020103>を<hex:02100103>選択するか、【Ｃ】キーを押下します。<hex:02100103><hex:02100103><hex:02100103><hex:02100103>　　　　　　　　　　　次のページヘ》","",""
"36","1","0","150182","0","装備の変更も<hex:024804F201FA03><hex:024904F201FB03>「キャラクター」<hex:0249020103><hex:0248020103>から<hex:02100103>行います。<hex:02100103><hex:02100103>装備欄から変更したい部位を選択すると<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「アーマリーチェスト」<hex:0249020103><hex:0248020103>が表示されます。<hex:02100103>装備したい装備品を選択すると<hex:02100103>その装備品に変更できます。","",""
"37","1","0","150181","0","現在の装備品は<hex:024804F201FA03><hex:024904F201FB03>「キャラクター」<hex:0249020103><hex:0248020103>から<hex:02100103>確認することができます。<hex:02100103><hex:02100103>「キャラクター」を表示するには、<hex:02100103>メインコマンドから<hex:024804F201FA03><hex:024904F201FB03>「マイキャラクター」<hex:0249020103><hex:0248020103>を<hex:02100103>選択します。<hex:02100103><hex:02100103><hex:02100103><hex:02100103>　　　　　　　　　　　次のページヘ》","",""
"38","0","0","0","0","","",""
"39","0","0","0","0","","",""
"40","1","0","150221","0","<hex:024804F201FA03><hex:024904F201FB03>「レターモーグリ」<hex:0249020103><hex:0248020103>または<hex:02100103>家具<hex:024804F201FA03><hex:024904F201FB03>「モグレターポスト」<hex:0249020103><hex:0248020103>に話しかけると<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「モグレター」<hex:0249020103><hex:0248020103>を利用できます。<hex:02100103><hex:02100103>モグレターを利用すると、<hex:02100103>フレンドリストに登録しているフレンドと<hex:02100103>手紙のやり取りを行えます。<hex:02100103><hex:02100103><hex:02100103>　　　　　　　　　　　次のページヘ》","",""
"41","1","0","150222","0","<hex:024804F201FA03><hex:024904F201FB03>「レター作成」<hex:0249020103><hex:0248020103>をクリックすると<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「モグレターエディター」<hex:0249020103><hex:0248020103>が表示されます。<hex:02100103>モグレターエディターではフレンドへの<hex:02100103>手紙を作成することができます。<hex:02100103><hex:02100103>モグレターは本文の他に、<hex:024804F201FA03><hex:024904F201FB03>アイテム<hex:0249020103><hex:0248020103>や<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>ギル<hex:0249020103><hex:0248020103>を添付して送ることが可能です。","",""
"42","1","0","150222","0","<hex:024804F201FA03><hex:024904F201FB03>「レター作成」<hex:0249020103><hex:0248020103>を選択すると<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「モグレターエディター」<hex:0249020103><hex:0248020103>が表示されます。<hex:02100103>モグレターエディターではフレンドへの<hex:02100103>手紙を作成することができます。<hex:02100103><hex:02100103>モグレターは本文の他に、<hex:024804F201FA03><hex:024904F201FB03>アイテム<hex:0249020103><hex:0248020103>や<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>ギル<hex:0249020103><hex:0248020103>を添付して送ることが可能です。","",""
"43","0","0","0","0","","",""
"44","0","0","0","0","","",""
"45","1","0","150191","0","<hex:024804F201FA03><hex:024904F201FB03>「都市内エーテライト」<hex:0249020103><hex:0248020103>と交感したことで<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「都市転送網」<hex:0249020103><hex:0248020103>が利用できるように<hex:02100103>なりました。<hex:02100103><hex:02100103>この都市転送網を使うと、<hex:02100103>いくつかある都市内エーテライト間を<hex:02100103>自由に移動できます。","",""
"46","0","0","0","0","","",""
"47","0","0","0","0","","",""
"48","0","0","0","0","","",""
"49","0","0","0","0","","",""
"50","1","0","150151","0","都市外のエーテライトと交感したことで、<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「テレポ」<hex:0249020103><hex:0248020103>を修得しました。<hex:02100103><hex:02100103>メインコマンドの<hex:024804F201FA03><hex:024904F201FB03>「マップ＆トラベル」<hex:0249020103><hex:0248020103>から<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「テレポ」<hex:0249020103><hex:0248020103>を選択し、<hex:02100103>交感済みのエーテライトを選択すると、<hex:02100103>どこからでもワープができます。<hex:02100103><hex:02100103><hex:02100103>　　　　　　　　　　　次のページヘ》","",""
"51","1","0","150152","0","テレポをするためには、<hex:024804F201FA03><hex:024904F201FB03>「ギル」<hex:0249020103><hex:0248020103>を<hex:02100103>消費します。<hex:02100103><hex:02100103>テレポのために必要なギルは、どこの<hex:02100103>エーテライトにテレポするかによって、<hex:02100103>変わります。<hex:02100103><hex:02100103><hex:02100103><hex:02100103>　　　　　　　　　　　次のページヘ》","",""
"52","1","0","150153","0","エーテライトを<hex:024804F201FA03><hex:024904F201FB03>「お気に入り登録」<hex:0249020103><hex:0248020103><hex:02100103>すると、そのエーテライトへのテレポに<hex:02100103>必要なギルが減少します。<hex:02100103><hex:02100103>お気に入り登録をすることができる<hex:02100103>エーテライトは、最大3つです。<hex:02100103><hex:02100103>よく利用するエーテライトは、<hex:02100103>お気に入り登録をすると良いでしょう。","",""
"53","0","0","0","0","","",""
"54","0","0","0","0","","",""
"55","0","0","0","0","","",""
"56","0","0","0","0","","",""
"57","0","0","0","0","","",""
"58","0","0","0","0","","",""
"59","0","0","0","0","","",""
"60","1","1","150031","0","クエストを受注すると、<hex:02100103>受注したクエストの進行状況が<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「目的リスト」<hex:0249020103><hex:0248020103>に表示されます。<hex:02100103><hex:02100103>クエストは最大5件表示されます。<hex:02100103><hex:02100103>目的リストを確認しながら、<hex:02100103>クエストを進めていきましょう。<hex:02100103><hex:02100103>　　　　　　　　　　　次のページヘ》","",""
"61","1","1","150032","0","目的リストに表示されている<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「クエストタイトル」<hex:0249020103><hex:0248020103>をクリックすると、<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「ジャーナル」<hex:0249020103><hex:0248020103>が表示されます。<hex:02100103><hex:02100103>ジャーナルには、物語のあらすじや目的、<hex:02100103>報酬など、クエストの詳細情報が<hex:02100103>記載されています。","",""
"62","1","1","150032","0","目的リストに表示されている<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「クエストタイトル」<hex:0249020103><hex:0248020103>を選択すると、<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「ジャーナル」<hex:0249020103><hex:0248020103>が表示されます。<hex:02100103><hex:02100103>ジャーナルには、物語のあらすじや目的、<hex:02100103>報酬など、クエストの詳細情報が<hex:02100103>記載されています。","",""
"63","0","0","0","0","","",""
"64","0","0","0","0","","",""
"65","1","1","150051","0","このクエストは<hex:024804F201FA03><hex:024904F201FB03>「イベントアイテム」<hex:0249020103><hex:0248020103>を<hex:02100103>使用することで進行します。<hex:02100103><hex:02100103>クエストの対象を右クリックして<hex:02100103>「イベントアイテム」画面を表示します。<hex:02100103><hex:02100103>使用するアイテムを右クリックして<hex:02100103>サブコマンドから<hex:024804F201FA03><hex:024904F201FB03>「使う」<hex:0249020103><hex:0248020103>を選択し、<hex:02100103>アイテムを使ってみましょう。","",""
"66","1","1","150051","0","このクエストは<hex:024804F201FA03><hex:024904F201FB03>「イベントアイテム」<hex:0249020103><hex:0248020103>を<hex:02100103>使用することで進行します。<hex:02100103><hex:02100103>クエスト対象をターゲットして<hex:02100103>「イベントアイテム」画面を表示します。<hex:02100103><hex:02100103>使用するアイテムを選択して<hex:02100103>サブコマンドから<hex:024804F201FA03><hex:024904F201FB03>「使う」<hex:0249020103><hex:0248020103>を選択し、<hex:02100103>アイテムを使ってみましょう。","",""
"67","0","0","0","0","","",""
"68","0","0","0","0","","",""
"69","0","0","0","0","","",""
"70","1","1","150061","0","このクエストを進行させるには、<hex:02100103>目的の<hex:024804F201FA03><hex:024904F201FB03>「オブジェクト」<hex:0249020103><hex:0248020103>に<hex:02100103>アクションをする必要があります。<hex:02100103><hex:02100103>オブジェクトを<hex:024804F201FA03><hex:024904F201FB03>「右クリック」<hex:0249020103><hex:0248020103>して、<hex:02100103>クエストを進めてみましょう。","",""
"71","1","1","150061","0","このクエストを進行させるには、<hex:02100103>目的の<hex:024804F201FA03><hex:024904F201FB03>「オブジェクト」<hex:0249020103><hex:0248020103>に<hex:02100103>アクションをする必要があります。<hex:02100103><hex:02100103>オブジェクトを選択して、<hex:02100103>クエストを進めてみましょう。","",""
"72","0","0","0","0","","",""
"73","0","0","0","0","","",""
"74","0","0","0","0","","",""
"75","0","0","0","0","","",""
"76","0","0","0","0","","",""
"77","0","0","0","0","","",""
"78","0","0","0","0","","",""
"79","0","0","0","0","","",""
"80","1","1","150381","0","<hex:024804F201FA03><hex:024904F201FB03>「エモート」<hex:0249020103><hex:0248020103>は、あなたの気持ちを<hex:02100103>伝えるための機能です。<hex:02100103><hex:02100103>エモートを利用するには、<hex:02100103>エモートをしたい相手をターゲットして<hex:02100103>メインコマンドの<hex:024804F201FA03><hex:024904F201FB03>「コミュニケーション」<hex:0249020103><hex:0248020103>で<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「エモートアクション」<hex:0249020103><hex:0248020103>を選択します。<hex:02100103><hex:02100103><hex:02100103>　　　　　　　　　　　次のページヘ》","",""
"81","1","1","150382","1","エモートの一覧が表示されたら、<hex:02100103>相手に伝えたいエモートを選択します。<hex:02100103><hex:02100103>ここでは「ローズウェン」をターゲットして<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「ひざまずく」<hex:0249020103><hex:0248020103>を選んでみましょう。<hex:02100103><hex:02100103><hex:02100103><hex:02100103><hex:02100103>　　　　　　　　　　　次のページヘ》","エモートの一覧が表示されたら、<hex:02100103>相手に伝えたいエモートを選択します。<hex:02100103><hex:02100103>ここでは「オニィー」をターゲットして、<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「お辞儀する」<hex:0249020103><hex:0248020103>を選んでみましょう。<hex:02100103><hex:02100103><hex:02100103><hex:02100103><hex:02100103>　　　　　　　　　　　次のページヘ》","エモートの一覧が表示されたら、<hex:02100103>相手に伝えたいエモートを選択します。<hex:02100103><hex:02100103>ここでは「ジュリアナ」をターゲットして、<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「歓迎する」<hex:0249020103><hex:0248020103>を選んでみましょう。<hex:02100103><hex:02100103><hex:02100103><hex:02100103><hex:02100103>　　　　　　　　　　　次のページヘ》"
"82","1","1","150383","0","「エモート」はホットバーに登録して<hex:02100103>使うことも可能です。<hex:02100103>お気に入りのエモートができたら、<hex:02100103>いつでも使えるように、<hex:02100103>ホットバーに<hex:024804F201FA03><hex:024904F201FB03>ドラッグ＆ドロップ<hex:0249020103><hex:0248020103>して<hex:02100103>登録してみましょう。<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※ホットバーへの登録は、エモートの他に<hex:02100103>　アイテムやマクロの登録も可能です<hex:0249020103><hex:0248020103>","",""
"83","1","1","150382","1","エモートの一覧が表示されたら、<hex:02100103>相手に伝えたいエモートを選択します。<hex:02100103><hex:02100103>ここでは「ローズウェン」をターゲットして<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「ひざまずく」<hex:0249020103><hex:0248020103>を選んでみましょう。","エモートの一覧が表示されたら、<hex:02100103>相手に伝えたいエモートを選択します。<hex:02100103><hex:02100103>ここでは「オニィー」をターゲットして、<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「お辞儀する」<hex:0249020103><hex:0248020103>を選んでみましょう。","エモートの一覧が表示されたら、<hex:02100103>相手に伝えたいエモートを選択します。<hex:02100103><hex:02100103>ここでは「ジュリアナ」をターゲットして、<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「歓迎する」<hex:0249020103><hex:0248020103>を選んでみましょう。"
"84","0","0","0","0","","",""
"85","0","0","0","0","","",""
"86","0","0","0","0","","",""
"87","0","0","0","0","","",""
"88","0","0","0","0","","",""
"89","0","0","0","0","","",""
"90","1","0","150161","0","HPが0になってしまうと、<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「戦闘不能」<hex:0249020103><hex:0248020103>状態になります。<hex:02100103>戦闘不能状態は、<hex:024804F201FA03><hex:024904F201FB03>「ホームポイント」<hex:02100103>（コンテンツ中の場合は開始地点）<hex:0249020103><hex:0248020103>に<hex:02100103>戻ることで回復します。<hex:02100103><hex:02100103>また、他のプレイヤーが近くにいる場合は<hex:02100103>蘇生の幻術魔法<hex:024804F201FA03><hex:024904F201FB03>「レイズ」<hex:0249020103><hex:0248020103>などにより、<hex:02100103>蘇生してもらえるかもしれません。<hex:02100103>　　　　　　　　　　　次のページヘ》","",""
"91","1","0","150162","0","戦闘不能になると、装備の<hex:024804F201FA03><hex:024904F201FB03>「耐久度」<hex:0249020103><hex:0248020103>が<hex:02100103>下がります。<hex:02100103><hex:02100103>装備品の耐久度が0%になると、<hex:02100103>装備品が持つ性能が全く発揮されなく<hex:02100103>なってしまうため、注意が必要です。<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※ただし、プレイヤーのレベルが9以下の<hex:02100103>　場合や、一部の特殊なコンテンツでは<hex:02100103>　装備品の耐久度は下がりません<hex:0249020103><hex:0248020103>","",""
"92","0","0","0","0","","",""
"93","0","0","0","0","","",""
"94","0","0","0","0","","",""
"95","1","0","150411","0","「アクションリスト」の項目のひとつに<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「ADDITIONAL」<hex:0249020103><hex:0248020103>があります。<hex:02100103>この項目では、あなたが他のギャザラーや<hex:02100103>クラフタークラスのときに修得した<hex:02100103>アクションの中から、現在のクラスでも<hex:02100103>利用可能なアクションを表示しています。<hex:02100103><hex:02100103>メインコマンドの<hex:024804F201FA03><hex:024904F201FB03>「マイキャラクター」<hex:0249020103><hex:0248020103>から<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「アクションリスト」<hex:0249020103><hex:0248020103>を選択します。<hex:02100103>　　　　　　　　　　　次のページヘ》","",""
"96","1","0","150412","0","追加アクションを設定できるスロット数は<hex:02100103>現在のクラスレベルによって制限されて<hex:02100103>います。<hex:02100103>初めはひとつですが、レベル10以降<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「5」<hex:0249020103><hex:0248020103>上昇する度に1スロットずつ、<hex:02100103>最大10スロットまで増加します。<hex:02100103>追加したいアクションのチェックボックスを<hex:02100103>オンにすると、「追加アクション」として<hex:02100103>設定することが可能です。<hex:02100103>　　　　　　　　　　　次のページヘ》","",""
"97","1","0","150413","0","設定した「追加アクション」は<hex:02100103>アクションリスト下部に表示されます。<hex:02100103><hex:02100103>表示されたアイコンをホットバーに<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>ドラッグ＆ドロップ<hex:0249020103><hex:0248020103>することで、<hex:02100103>利用可能になります。","",""
"98","1","0","150414","0","追加アクションを選択すると、<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>「ホットバー登録モード」<hex:0249020103><hex:0248020103>に遷移します。<hex:02100103><hex:02100103>アクションを使用する時と同じように、<hex:02100103>登録したいスロットを指定すると、<hex:02100103>アクションとして利用可能になります。","",""
"99","0","0","0","0","","",""
"100","0","0","0","0","","",""
"101","0","0","0","0","","",""
"102","0","0","0","0","","",""
"103","0","0","0","0","","",""
"104","0","0","0","0","","",""
"105","1","0","150572","0","ダンジョンから出たい場合には、<hex:02100103>コンテンツファインダーの<hex:024804F201FA03><hex:024904F201FB03>退出<hex:0249020103><hex:0248020103>ボタンか、<hex:02100103>入り口から途中退出することができます。<hex:02100103><hex:02100103>ただし、他のメンバーは攻略中なので、<hex:02100103>パーティからも離脱してしまいます。<hex:02100103>ボス討伐後は、脱出地点を使用して<hex:02100103>脱出することもできます。<hex:02100103><hex:02100103>　　　　　　　　　　　次のページヘ》","",""
"106","1","0","150573","0","ダンジョンには複数のボスがいます。<hex:02100103>ボス部屋の床にはラインが引いてあり、<hex:02100103>ボスとの戦闘が始まると、一定時間後に<hex:02100103>周辺が閉鎖空間となります。<hex:02100103><hex:02100103>ボスは強敵なので、パーティメンバーが<hex:02100103>揃うのを待ってから戦闘を開始しましょう。<hex:02100103><hex:02100103><hex:02100103>　　　　　　　　　　　次のページヘ》","",""
"107","1","0","150574","0","戦闘不能となってしまった場合は、<hex:02100103>パーティメンバーに蘇生してもらうか、<hex:02100103>ダンジョンの入り口に戻って<hex:02100103>再挑戦しましょう。<hex:02100103><hex:02100103>諦めずに何度でも挑戦し、<hex:02100103>ボスを倒して報酬を手に入れるのです！<hex:02100103>","",""
