"22","開拓目標：建設開拓工房做好貿易的準備","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>聽取開拓小員1號的說明<hex:021402EC03><hex:021302EC03>","委託開拓小員1號整地","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"23","開拓目標：建設開拓工房做好貿易的準備","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>收集開拓素材<hex:02100103>在開拓製作皮膚中製作開拓無人島用石錘<hex:021402EC03><hex:021302EC03>","聽取開拓小員1號的說明","3","3","4","9","2","10","11","4","12","255","0","0","255","0","0","0","0","0","0"
"24","開拓目標：建設開拓工房做好貿易的準備","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>收集開拓素材建造開拓工房<hex:021402EC03><hex:021302EC03>","收集開拓素材 在開拓製作皮膚中製作開拓無人島用石錘","9","10","10","0","10","1","14","10","15","11","5","12","8","5","9","0","0","0","0"
"25","開拓目標：建設開拓工房做好貿易的準備","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>向開拓小員1號報告<hex:021402EC03><hex:021302EC03>","收集開拓素材建造開拓工房","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"26","開拓目標：自由開拓無人島","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>聽取貓耳小員的說明<hex:021402EC03><hex:021302EC03>","","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"27","開拓目標：自由開拓無人島","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>按照自己的想法開拓小島<hex:021402EC03><hex:021302EC03>","聽取貓耳小員的說明","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"28","開拓目標：尋找更高的目標","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>聽取貓耳小員的說明<hex:021402EC03><hex:021302EC03>","","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"29","開拓目標：尋找更高的目標","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>按照自己的想法磨鍊開拓的本領<hex:021402EC03><hex:021302EC03>","聽取貓耳小員的說明","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"30","開拓目標：島の噂を調査しよう","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>聽取貓耳小員的說明<hex:021402EC03><hex:021302EC03>","","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"31","開拓目標：島の噂を調査しよう","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>山を調査する<hex:021402EC03><hex:021302EC03>","聽取貓耳小員的說明","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","420","-145","40"
"32","開拓目標：島の噂を調査しよう","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>向貓耳小員報告<hex:021402EC03><hex:021302EC03>","山を調査する","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"33","開拓目標：島の噂を調査しよう","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>たんけんくんに話を聞く<hex:021402EC03><hex:021302EC03>","ねこみみさんに報告する","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"34","開拓目標：島の噂を調査しよう","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>開拓製作で魔法人形用の砕岩装備を作り<hex:02100103>たんけんくんに報告する<hex:021402EC03><hex:021302EC03>","たんけんくんに話を聞く","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"35","開拓目標：無人島をもっと充実させよう","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>聽取貓耳小員的說明<hex:021402EC03><hex:021302EC03>","","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"36","開拓目標：無人島をもっと充実させよう","<hex:021306FEFFFFFFFF03><hex:021406FEFF0A699203>さらに思うまま島を充実させよう<hex:021402EC03><hex:021302EC03>","聽取貓耳小員的說明","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
"37","","","","255","0","0","255","0","0","255","0","0","255","0","0","255","0","0","0","0","0","0"
