"10","70510","70410","母親的眼瞳","　　可真沒想到，連這種常年封閉的地下遺跡都能有盜墓的人闖進來。朕看遍了一路，愣是沒找到除了入口以外能進去的地方。當然，考慮到遺跡的構造這麼複雜，還有朕沒能發現的入口也不算怪事。<hex:02100103>　　話又說回來了，關於這些盜墓者留下的塗鴉……朕現在回想起來，覺得他們指的是「娜夏孔雀石」。朕認為，那應該就是前往隱藏之地的鑰匙。不過，沒想到竟然是娜夏孔雀石，這讓朕該如何平靜地看待此事呢。<hex:02100103>　　為了應對第七靈災後復興的需求，而再次開發銅鈴銅山……在這個過程中出產的高品質孔雀石，被烏爾達哈的寶石商人命名為「娜夏孔雀石」。母后若是健在倒還好說，母后都離世這麼多年了，那群商人竟然還為了利益將寶石冠上母后的名字，這種行為自然讓朕深感不快。<hex:02100103>　　但讓朕沒想到的是，當商人們把娜夏孔雀石進獻給朕時，朕確實從寶石柔和的微光中看到了母后那雙溫柔地注視著朕的眼瞳。面對如此美妙的顏色，即使不滿，朕也只有接受這個命名了……"
"11","70511","70411","索恩朝的寶庫","　　在遺跡裡找到的那張紙的背面，朕找到了「希拉狄哈水道」、「索恩朝」、「寶物庫」這幾個單詞的塗鴉。那些盜墓者似乎認為索恩朝的寶庫就藏在希拉狄哈水道的某處。然而索恩朝向來以他們清廉節儉的政風而聞名。若不是索恩朝的國王願意禪位，現在的第二烏爾朝都不會存在。朕從未聽說過索恩朝有任何將王室寶物擅自帶走藏匿的傳聞……假設索恩一族的人真的將財寶藏在了某個地方，他們也定然知會了烏爾一族。若這個設想成立，那就可以假定烏爾家的歷代國王都對此知情，而朕的父王當然也對此有所瞭解。<hex:02100103>　　父王將鑰匙贈送給朕時曾說過，這把鑰匙能打開保管了烏爾達哈重要回憶的寶庫。並且，父王希望能在朕長大之後，將其中的一切展示給朕看……莫非，父王指的就是這個寶庫？<hex:02100103>　　雖然朕思考了很多，但說到底這些都不過是朕的假設。至少這次探訪的希拉狄哈王宮遺跡中並沒有類似的場所。考慮到父王當時所表述的意思，朕認為這個寶庫如今仍藏在一個不為人知的地方。"
"12","70512","70412","父王和母后的信","　　在希拉狄哈水道的深處發現了裝滿財寶的倉庫。保存在其中的目錄頂上寫有「願烏爾王室能為了民眾與近鄰繼承這一切」的宣言，落款則是索恩朝末代國王的名字，後續的頁面上還有歷代國王的簽字。這本目錄的最後，由朕的父王簽名的那一頁夾著一張已然褪色的信件。「願愛女娜娜莫能讀到此信」……這封用父王的筆跡寫就的信件上留下了如此的字眼。<hex:02100103>　　這封信介紹了這座寶庫，將這裡描述為只有王位繼承者才能知道的禁地，並提到了從索恩朝時代保存至今的「人類與蜥蜴人攜手共斗的證據」。這本是國王與國王之間代代相傳的機密，但父王考慮到自己遭遇不測的可能性，提前寫下了這封信有備無患。<hex:02100103>　　「娜娜莫，不知你長成了怎樣的一位淑女。女王對你來說應該是一條滿是坎坷的道路吧。作為父母，我們有一件事希望你能一直記得。在作為一個女王之前，你永遠是我們最愛也最驕傲的女兒。我們只希望能在你的臉上看到柔和的粉桃色，在你的口中聽到你靦腆的笑聲。你能健康快樂，我們就能放心了。」……信的結尾，父王和母后在寫完這句話後留下了他們的署名。<hex:02100103>　　父王、母后……請你們一定一定放心。朕如今的每一天，包括此刻，都很開心……"
"13","70513","70413","陰陽師の失せ物騒動","　かつて、抜きんでた腕を持つ陰陽師の男がおりました。彼は呪具作りにおいて才を示す一方で、どこか抜けたところがあり、作った品をいくつも紛失していたそうな。そこで男は、必ず主の下に戻るという術を施した「失せ物防ぎの箱」を作り、呪具の保管に用いることといたしました。おかげで、箱ごと盗まれてしまった折にも無事に手元へと戻ってきたものの、それはあくまで箱だけのお話……悲しいかな中身の呪具は、すべて持ち去られていたそうです。<hex:02100103>　この陰陽師が作った失せ物防ぎの箱が、聖浄院にはいくつか存在しているとトキモリさんが仰っていました。それらの箱には呪具の力を抑え込む術もかけられていたそうで、「吸血の妖刀」や「萌木の土偶」といった品々を収めて管理していたようです。私が回収したものは前者の刀箱でしたが、後者の土偶を収めた箱は此度の騒動もあって行方知れずとのこと。くだんの土偶は、儀式用の小さな社に頭を垂れてから安置することで、周囲の草木に活力を与え若返らせる力を持つそうで、聖浄院では御神木の保護に用いていたのだとか。ただし、この土偶は扱い方を誤れば力が暴走し、お山に悪影響を及ぼすそうですから、見かけたら回収したほうがよいかもしれません。"
"14","70514","70414","血濡れの妖刀","　ひんがしの国が乱世であった頃のこと、数々の敵将の首を討ち取る一騎当千の荒武者がおりました。名をモウコ、猛々しき虎の如き常勝の猛者ではございましたが、あまりの強さゆえに主君が謀反を警戒……闇討ちに遭い、奪われた己の愛刀で首を落とされてしまったのです。そんな荒武者の恨みか、あるいは、これまで斬られてきた者たちの怨念か、その刀身は真紅に染まり、紙で拭いても研ぎなおしても、決して元の色には戻りませんでした。さらには、霊山の清水をもって浄化を試みるも、むしろそこから霊力を得ることで恐るべき妖刀と化し、手にした者を凶行へ駆り立てたのだとか。<hex:02100103>　この逸話における霊山とは、言わずもがな六根山のこと。実際、山奥には清水で満たされた湖があると、トキモリさんも仰っていました。その一帯は山中でもとりわけ霊力が濃く、重要な品々を奉納する社も置かれているようです。「いわくつきの品」が収められている可能性は、高いと言えるでしょう。しかしながら、社へ至る方法を知るのは高僧のみ……そして、此度足を踏み入れた場所にはそれらしき社は見当たりませんでした。今できることがあるとすれば、ほかの道を試すことぐらいしかなさそうです。"
"15","70515","70415","鎧は黙して語らず","　戦国期に最強の名をほしいままにした荒武者モウコ。彼が生前に着用していた具足一式は、子孫によって大切に受け継がれておりました。ところがある日の朝、蔵で保管されていたはずのモウコの具足が、血まみれの状態で屋敷の庭にて発見されます。しかも、その横には物取りらしき男の死体がひとつ……。人々は先祖の霊が具足を纏い、蔵の財貨を守ったのだと噂しましたが、持ち主であるモウコの子孫にしてみれば、いつ動き出して暴れるのかと不安を感じずにはいられません。悩みに悩んだ末に、子孫たちは家宝たる具足一式を聖浄院に献納したと伝えられています。<hex:02100103>　東方では「万物に神が宿る」と申しますが、その実、自然発生したゴーレムやスプライト、あるいは妖異や死霊の類、はたまた霊性を獲得した瑞獣といった様々な存在が一緒くたに語られているのではないか、などと考えてしまいます。くだんの具足一式は、そのいずれであったのか。討ち果たされた今となっては真偽の程はわかりませんが、そこは霊力豊かな六根山。濃密な環境エーテルを吸い上げたのか、具足を依り代とした存在も、異様な巨体に膨れ上がっておりました。逸話に伝わる物取りのように、斬り伏せられずに済んだ幸運を、噛み締めている次第です。"
"16","70516","70416","刀鍛冶の立身出世","　シシュウ北部で農具を作っていたナナクサという名の男が、のちに刀鍛冶として広く知られるようになった成功物語は、ひんがしの国では定番の語り草。特に有名なのは四聖獣に着想を得た四振の連作……うち二振は、鎧の怪異が手にしていた「赤帝」と「青帝」であり、残りは「白帝」と「黒帝」と呼ばれている二振だそうです。これら四振は、その美しい刀身もさることながら、男が刀鍛冶として頭角をあらわすきっかけとなったゆえに、立身出世のご利益があると考えられているそうな。ちなみに「白帝」は、かの名刀「風断」と比較して語られることも多いと聞きます。<hex:02100103>　ツバキさんいわく、ナナクサが六根山付近に鍛冶場を構えていた影響で、シシュウ北部には鍛冶師が集まるようになり、今では名刀の一大産地となっているのだとか。そうして火を扱う職人が集うにつれて、火の神にまつわる祭事もまた増えていったようです。その筆頭と言えるのが、3つの灯篭に鍛冶師たちが火を灯す「三灯祭」……これは、過去・現在・未来の作に力が宿るようにと火の神に祈願する、という儀式のようですね。所以は様々ながら、「三」を縁起の良い数字と考え、ゲン担ぎとしてその数字を用いる、という説もあるそうです。"
"17","70517","70417","楽器職人と美しき奏者","　むかしむかしの話……ある職人が、自身の技のすべてを注いで「琵琶」を作ったそうな。あまりに見事な出来栄えに、並の奏者には譲れはせぬと渋った結果、お眼鏡にかなう者が見つからぬまま、月日だけが流れるばかり。ようやく使い手が見つかったのは、職人がすっかりと年老いた後のこと。ふらりと現れた奏者の女が、月の如く美しき一曲を披露してみせ、使い手に相応しきことを証明したというのです。以後、琵琶を手にひんがしの国を練り歩いた彼女は、名演に次ぐ名演で人々を虜にしていきましたが、職人が天寿をまっとうするやいなや、琵琶共々行方知れずとなったのだとか。人々は彼女の演奏を懐かしみながら、あれは「琵琶の付喪神」だったのではないかと噂したと伝えられております。<hex:02100103>　付喪神の在りようは様々で、顕現の仕方の違いもあれば、起こる事象の善し悪しも異なるようです。一般的に「いわくのある品」とは、そもそもが名品逸品の類であるため、好事家からの人気が高く、それに付喪神が宿るともなれば、さらに価値は跳ね上がるもの。ただし、それは琵琶のような善き付喪神にかぎってのこと。悪しき付喪神ならば、いっそ祓われてからのほうが買い手が見つかるという実情もございます。"
"18","70518","70418","欲に負けた娘","　とある農村に信心深い娘がおったそうな。不作となった年のこと、娘は腹を空かせながらも神々への供え物だけは欠かさず、豊作を祈願し続けたと言います。すると、ある晩に娘の夢に神仙が現れ、目覚めると不思議な小槌が枕元に置かれていたのだとか。これこそが「打ち出の小槌」。娘が祈りながら小槌を振るうと、湯水のように米が流れ出てきたと言います。かくして救われた娘でしたが、しだいに祈りも忘れ傲慢になり、大判小判を出して豪遊するようになっていきました。派手に遊べば噂が広まるのも道理、結局、彼女は小槌を奪わんと現れた赤鬼に殺されてしまったそうです。<hex:02100103>　小槌がなくともギルを増やす術はあると考えてしまうのは、商人だからでしょうか。ふと思い出すのは、私がウルダハの裏通りで暮らす孤児だったころ、初対面のロロリト会長から大量のギルを渡された日のことでございます。会長は「目利きの小僧がいると聞いて来た。1日でそのギルを倍にしてみせろ」と仰いました。相手が誰なのか理解しておりましたので、素直に倍額にしてお返ししたところ、会長は私を東アルデナード商会へと招いてくださったのでした。逸話の娘のように欲に目がくらみ、大金を手に豪遊していたら……どうなっていたのやら。"
"19","70519","70419","提灯お化けが照らす先","　月が雲隠れした、ある晩のことでございます。夜回りの侍たちが暗い通りを歩いておりますと、遠くに提灯の明かりが見えたそうです。こんな夜更けに誰かいるのだろうかと思い、彼らは近づいていきます。しかし、そこに人影はなく、火の灯った提灯だけがぽつんと置かれておりました。不審に思いながらも、火事になっては困ると侍が提灯へと手を伸ばしたとたん、周囲に無数の鬼火が浮かび上がったではありませんか。怖れおののく侍たちを後目にあざ笑うかのような声が響いたかと思うと、今度は何事もなかったかのように明かりが消え、辺りは暗闇に戻ったのでした。<hex:02100103>　これはひんがしの国に伝わる、一般的な「バケチョウチン」の物語でございます。大抵の場合は人を驚かせただけで終わる存在ではありますが、六根山で現れたものは襲いかかってきましたから、少々意外でした。トキモリさんによれば、高僧が代々使っていた品とのことでしたので、侵入者である我々から聖浄院を守ろうという意思が働いたのかもしれません。そして、物言わぬ提灯に戻ったそれを改めて調べてみたところ、東方の文字で「宵闇に灯る標、火の神の祭事に従い、黄金の道を照らせ」と記されておりました。この言葉が何を示すのか、少々気になるところではございます。"
"20","70520","70420","働き者の勇気","　六根山近くのある農村で、働き者の青年が畑仕事に精を出しておりました。そんな彼の手を止めたのは、誰かの大きな叫び声。顔を上げたところ、不気味な獣が村民を今にも襲おうとしているではありませんか。近ごろ、いくつもの村落を荒らしては人を食らう獣についての噂を耳にしていた青年は焦ります。このままでは仲間の命が危ない……彼は勇気を出して獣に農具を投げつけたのです。すると見事、急所に命中し、怯んだ獣はあっという間に、お山のほうへと逃げていきました。この出来事をきっかけに、厄除けと豊作を祈願して、獣に見立てた藁束に農具を投擲する祭りが村に根付いたと言われております。<hex:02100103>　それはそうと、今回持ち帰ってきた農具ですが、驚いたことに「ナナクサ」と銘が刻まれておりました。この人物、刀鍛冶として知られているのですが、若いころには地元の農民たちに仕事道具をこさえることで生計を立てていたとか。ロウェナ商会お抱えの鍛冶師が、日々、酒代のツケを払うためにヤカンを打っていると聞いたことがありますが、それと似たようなものでしょうか。ちなみにナナクサに関しては様々な逸話が残っていますが、たいそう「四聖獣」を好んでいたそうで、立派な彫像を鍛冶場の四方に飾っていたと聞いたこともあります。"
"21","70521","70421","武人の誉","　ひんがしの国の各地には、地震を鎮めるため「要石」なるものが配されています。我々が訪れた六根山にも要石があり、次のような逸話が残されているそうです。あるとき巡礼の武人が要石に手を合わせていると、突如として身体に農具が刺さった奇妙な獣が現れ、襲い掛かってきたとのこと。とっさに応戦した武人が愛用の「薙刀」を突き刺したところ、獣はのたうち回って要石に激突……すると不吉な地鳴りが響き渡ったそうです。まさか大地震が起こるのではと驚いた武人が得物から手を離すと、獣は薙刀が刺さったまま一目散に逃げていったそうです。のちに武人が、獣の血で汚れた要石を拭うと地鳴りが収まり、それ以上の災いは起きなかったのだとか。<hex:02100103>　この逸話には諸説あり、武人が獣を討ったとするものや、獣の不気味な鳴き声が地鳴りを引き起こしたというものもございます。ひんがしの国は古くより地震が多い土地柄であるためか、災いを神格化したような異形の存在と戦う物語も多いようですね。実際、シャーレアン魔法大学の研究者の中には、要石は一種の魔器であり地脈の結節点に配置することで、その流れを安定化させる効果があると大真面目に主張している方もいるようですよ。"
"22","70522","70422","修行僧の封印術","　その日、六根山の奥地で修行僧が瞑想に耽っておりました。風はなく、葉擦れの音すら聞こえない静けさのなか、ふいに聞こえてきたのは草を踏みしめる音。誰かが自分に用でもあるのだろうかと思った僧が目を開くと、そこには農具と薙刀が刺さった怪異の姿があったのです。それが瑞獣ヌエの王とされる「獅子王」であると気づき、僧は錫杖を手に構えました。手負いの獅子王は懸命に生きようとしていましたが、これまで多くの人を襲ってきた怪異を野放しにするわけにはまいりません。僧は激しい攻防の末に錫杖を突き立てると、獅子王を岩石へと封じました。のちに僧は、この封印を監視するために「聖浄院」を開いたとも伝えられております。<hex:02100103>　錫杖とは単なる杖ではなく、音によって魔を払い、ときに脅威から身を守る得物にもなり得る品。かの僧のように戦うことができない私でも、身体を支える役割には使えたはずですから杖の一本でも持っていけば、もう少し楽に六根山を登り切ることができたのかもしれません。とにもかくにも、体力なき私でもどうにかなる程度の冒険で済んでよかったとも思います。もしも此度の探索で、積み上げられた木箱や絶壁をよじ登るような事態となっていたなら、お手上げ状態になっていたところです。"
"23","70523","70423","願わくは花の下にて","　あるところに、若くして愛する妻を亡くした陰陽師がおりました。離別の悲しみが癒えぬまま彼が年老いていくと同時に、ふたりの婚姻にあわせて植えた桜の木もまた、年々つける花を減らしていきます。せめて、思い出の桜だけでも健やかであってほしいと、彼は切実に願いました。すると、彼と同じく陰陽師であった妻が生前に作った形見の「土偶」が輝き、桜の木を若返らせてみせたのです。妻に慰められているように感じた彼は心を持ち直し、その桜の面倒を見ながら余生を過ごすと、満開の花に寄り添うようにして穏やかに生涯を終えたと言われております。<hex:02100103>　桜と聞いて思い出されるのは、我々の前に立ちはだかった「ヨザクラ」という忍者のことでございます。彼女は「花隠れ」と呼ばれる一族の末裔として育ち、花を扱う特殊な忍術を継承した手練れであったと、ツバキさんは仰っていました。どうやら、ウズミビ様が六根山へ派遣した臣下のひとりであったようです。トキモリさんのお話によると、騒動のさなかで人々の避難に助力していた彼女は、逃げ遅れた稚児をかばい、怪異に殺されたそうなのですが……その亡骸を何者かに操られでもしていたのなら、何とも痛ましいことです。"
"24","70524","70424","骨董品「大煙管」","　「大煙管」は、持ち主を幸福に、あるいは不幸にするという、相反したいわくが長く語られておりました。しかしながら、実際にはそのような力を宿しておらず、手にした誰もが、己に降りかかる幸不幸の理由を大煙管に求めたにすぎなかったのではないか、私にはそう思えてなりません。かような「眉唾物」であっても、ゴウライの底知れぬ物欲と、六根山の豊かな霊力が加われば、付喪神を宿すに足るというわけです。さて、それを手にしたゴウライは、最期の瞬間まで愛する骨董品に囲まれて、幸福だったのでしょうか。それとも、欲を満たしきれぬまま怪異と成り果てて、不幸だったのでしょうか。<hex:02100103>　結局のところ、幸福か不幸かなど、「気の持ちよう」で左右されるものだと私は考えております。現に、孤児という私の生い立ちは、一般的には不幸な部類なのでしょうけれども、私は自分を不幸だと思ったことなどございません。むしろ、その幼少期に商いを学び、多くの人や物と出会い……積み重ねてきたすべてを振り返ってみれば、「そう悪くない半生であった」と感じるのです。これまで己の幸不幸を測るような真似はしてきませんでしたが、少なくとも今の私は幸福であると言えるでしょう。"
