"30","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が階級の名称を「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」に変更しました。","4","5","0","3","3"
"31","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が「<hex:022813FF0E436F6D70616E79416374696F6EE8020103>」をキャンセルしました。","4","0","1","4","9"
"32","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が「<hex:022813FF0E436F6D70616E79416374696F6EE8020103>」を破棄しました。","4","0","1","4","9"
"33","カンパニーの略称が「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」に変更されました。","0","3","0","3","4"
"34","カンパニー名が「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」に変更されました。","0","2","0","3","4"
"35","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が<hex:02280FFF0A506C6163654E616D65E8020103>第<hex:022003E80303>区<hex:022003E80403>番地のハウスの名前を「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」に変更しました。","4","9","0","5","B"
"36","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」のグリーティングメッセージを変更しました。","4","8","0","5","B"
"37","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が<hex:02280FFF0A506C6163654E616D65E8020103>第<hex:022003E80303>区<hex:022003E80403>番地の土地を購入しました。","4","7","0","5","B"
"38","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が<hex:02280FFF0A506C6163654E616D65E8020103>第<hex:022003E80303>区<hex:022003E80403>番地の土地を破棄しました。","4","7","0","5","B"
"39","<hex:02280FFF0A506C6163654E616D65E8020103> 第<hex:022003E80303>区<hex:022003E80403>番地の土地が自動破棄されました。","0","7","0","5","B"
"40","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が<hex:02280FFF0A506C6163654E616D65E8020103>第<hex:022003E80303>区<hex:022003E80403>番地に「<hex:022813FF0E486F7573696E67507265736574E8050103>」を建築しました。","4","7","1","5","B"
"41","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」を撤去しました。","4","8","0","5","B"
"42","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」の外装を変更しました。","4","8","0","5","B"
"43","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」の内装を変更しました。","4","8","0","5","B"
"44","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」の調度品の配置を変更しました。","4","8","0","5","B"
"45","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」の庭具の配置を変更しました。","4","8","0","5","B"
"46","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」ゲストブックスタンドのメッセージを削除しました。","4","8","0","5","B"
"47","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>から加入申請が届きました。","4","0","0","2","C"
"48","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>からの加入申請が取り消されました。","4","0","0","2","C"
"49","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>のキャラクターが削除されました。","4","0","0","2","C"
"50","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>の加入申請を拒否しました。","4","0","0","2","C"
"51","加入申請数が上限に達しています。","0","0","0","2","C"
"52","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」に<hex:02280AFF054974656DE8020103>を植えました。","4","10","1","6","D"
"53","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」の作物に<hex:02280AFF054974656DE8020103>をやりました。","4","10","1","6","D"
"54","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」の作物の手入れをしました。","4","10","0","6","D"
"55","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」の作物から<hex:02280AFF054974656DE8030103>を<hex:022003E80203>個、収穫しました。","4","11","1","6","D"
"56","さらに、交雑に成功し、<hex:02280AFF054974656DE8030103>を<hex:022003E80203>個、獲得しました。","0","11","1","6","D"
"57","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が不在のため「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」が移行されました。","4","5","0","2","3"
"58","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」の作物を処分しました。","4","10","0","6","D"
"59","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が<hex:022003E80203>号室の個室を増築しました。","4","0","1","5","B"
"60","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が<hex:022003E80203>号室の個室を撤去しました。","4","0","1","5","B"
"61","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が厩舎の手入れをしました。","4","0","0","7","B"
"62","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>を訓練しました。","4","12","0","7","B"
"63","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>がホイールスロット<hex:022003E80203>に「<hex:02280AFF054974656DE8030103>」を設置しました。","16","14","1","5","B"
"64","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>がホイールスロット<hex:022003E80203>から「<hex:02280AFF054974656DE8030103>」を撤去しました。","16","14","1","5","B"
"65","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>がホイールスロット<hex:022003E80203>から「<hex:02280AFF054974656DE8030103>」を獲得しました。","16","14","1","5","B"
"66","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が「<hex:02280AFF054974656DE8020103>」を変換し「<hex:022813FF0E436F6D70616E79416374696F6EE8030103>」をリザーブしました。","16","14","1","4","9"
"67","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が地下工房を増築しました。","16","0","0","8","F"
"68","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が地下工房を撤去しました。","16","0","0","8","F"
"69","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>がカンパニー製作設備に「<hex:02280AFF054974656DE8020103>」の製作をセットしました。","16","14","0","8","F"
"70","「<hex:02280AFF054974656DE8020103>」の進捗に必要な素材が全て納品されました。","0","14","0","8","F"
"71","「<hex:02280AFF054974656DE8020103>」の<hex:0209F0E9E803FF25E4BD9CE6A5ADE5B7A5E7A88BE3818CE980B2E68D97E38197E381BEE38197E3819FE38082FF5EE4BD9CE6A5ADE5B7A5E7A88BE381AEE980B2E68D97E3818CE68890E58A9FE38197E38081E8A3BDE4BD9CE8A8ADE58299E381AEE78AB6E6858BE3818CE3808CE889AFE5A5BDE3808DE381ABE381AAE3828AE381BEE38197E3819FE38082FF61E4BD9CE6A5ADE5B7A5E7A88BE381AEE980B2E68D97E3818CE5A4A7E68890E58A9FE38197E38081E8A3BDE4BD9CE8A8ADE58299E381AEE78AB6E6858BE3818CE3808CE69C80E889AFE3808DE381ABE381AAE3828AE381BEE38197E3819FE38082>","0","14","1","8","F"
"72","<hex:020966E803FF19E4BD9CE6A5ADE5B7A5E7A88BE3818CE980B2E68D97E38197FF22E4BD9CE6A5ADE5B7A5E7A88BE381AEE980B2E68D97E3818CE68890E58A9FE38197FF25E4BD9CE6A5ADE5B7A5E7A88BE381AEE980B2E68D97E3818CE5A4A7E68890E58A9FE3819703>、<hex:02280AFF054974656DE8020103>が完成しました。","0","14","1","8","F"
"73","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>がカンパニー製作設備から「<hex:02280AFF054974656DE8020103>」を回収しました。","16","14","0","8","F"
"74","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>がカンパニー製作設備の製作を中断しました。","16","0","0","8","F"
"75","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が「<hex:022817FF12436F6D70616E7943726166744472616674E8020103>」を製図しました。","16","0","1","8","F"
"76","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が<hex:022003E80203>機目の飛空艇「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」を登録しました。","16","15","1","9","E"
"77","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が<hex:022003E80203>機目の飛空艇名を「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」に変更しました。","16","15","1","9","E"
"78","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が<hex:022003E80203>機目の飛空艇「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」を解体しました。","16","15","1","9","E"
"79","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が飛空艇「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」の探索を実行しました。","16","15","0","9","E"
"80","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が飛空艇「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」の探索を中止しました。","16","15","0","9","E"
"81","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が飛空艇「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」の探索完了を確認しました。","16","15","0","9","E"
"82","飛空艇「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」のランクが<hex:022003E80203>になりました。","16","15","1","9","E"
"83","飛空艇「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」の探索によって<hex:022003E80203>機目の飛空艇が登録できるようになりました。","16","15","1","9","E"
"84","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が<hex:022206E802FF022C03>カンパニークレジットで「<hex:02280AFF054974656DE8030103>」を<hex:022003E80403>個、交換しました。","16","22","1","1","0"
"85","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が「<hex:02280AFF054974656DE8020103>」の素材「<hex:02280AFF054974656DE8030103>」を必要量の60%以上(<hex:022003E80403>回)納品しました。","16","22","1","8","F"
"86","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が「雲海探索 ディアデム諸島 (Hard)」への航路を発見しました！","16","0","0","9","E"
"87","長期間の利用がなかったため、<hex:022811FF0A506C6163654E616D65E802FF010103>第<hex:022003E80303>区<hex:022003E80403>番地の土地が撤去され、資産の一部が居住区担当官に預けられました。","0","7","0","5","B"
"88","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>がハウスに入室したことにより、自動撤去準備が解除されました。","16","0","0","5","B"
"89","資産の回収期限が過ぎたため、<hex:022811FF0A506C6163654E616D65E802FF010103>第<hex:022003E80303>区<hex:022003E80403>番地の土地から回収された資産が消滅しました。","0","7","0","5","B"
"90","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が植木鉢に<hex:02280AFF054974656DE8020103>をまきました。","16","14","0","6","D"
"91","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が植木鉢の作物の手入れをしました。","16","0","0","6","D"
"92","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が植木鉢の作物から<hex:02280AFF054974656DE8030103>を<hex:022003E80203>個、収穫しました。","16","14","1","6","D"
"93","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が植木鉢の作物を処分しました。","16","0","0","6","D"
"94","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が<hex:02280FFF0A506C6163654E616D65E8020103>第<hex:022003E80303>区<hex:022003E80403>番地へ引越しました。","4","7","0","5","B"
"95","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が<hex:022003E80203>機目の潜水艦「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」を登録しました。","16","15","1","9","E"
"96","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が<hex:022003E80203>機目の潜水艦名を「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」に変更しました。","16","15","1","9","E"
"97","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が<hex:022003E80203>機目の潜水艦「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」を解体しました。","16","15","1","9","E"
"98","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が潜水艦「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」の探索を実行しました。","16","15","0","9","E"
"99","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が潜水艦「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」の探索を中止しました。","16","15","0","9","E"
"100","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が潜水艦「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」の探索完了を確認しました。","16","15","0","9","E"
"101","潜水艦「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」のランクが<hex:022003E80203>になりました。","16","15","1","9","E"
"102","潜水艦「<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>」の探索によって<hex:022003E80203>機目の潜水艦が登録できるようになりました。","16","15","1","9","E"
"103","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が<hex:020816E909FF1002280CFF074F626A537472E9090103EB0403>のメッセージを削除しました。","16","23","0","5","B"
"104","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>が交流帳設定を変更しました。","16","0","0","5","B"
"105","<hex:020816E908FF1002280CFF074F626A537472E9080103EB0303>がタグを設定しました。","16","0","0","5","B"
