"21","E","物理防御力","物理攻撃を受けた際のダメージを軽減します。<hex:02100103>物理防御力が高いほど、物理攻撃によって受けるダメージが小さくなります。","5","0","0","176","236","176","0","236","176","0","0","0","0","0","0","412","824","0","412","1000","648","648","412","66","100","70","55","55","40","40","100","40","33","55","55","55","False"
"22","F","ダイレクトヒット","物理・魔法攻撃により与えるダメージ量が一定割合増加します。<hex:02100103>ダイレクトヒットが高いほど、ダイレクトヒットが発生しやすくなります。<hex:02100103>ダイレクトヒットの発生が確定となるアクションを実行する場合は、与えるダメージ量に影響を与えます。<hex:02100103>その際にはダイレクトヒットが高いほどダメージ量が増加します。","23","100","40","85","135","85","0","135","85","67","67","67","67","140","70","220","440","0","220","525","355","355","220","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"23","10","回避力","","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"24","11","魔法防御力","攻撃魔法を受けた際のダメージを軽減します。<hex:02100103>魔法防御力が高いほど、魔法攻撃によって受けるダメージが小さくなります。","6","0","0","176","236","176","0","236","176","0","0","0","0","0","0","412","824","0","412","1000","648","648","412","33","100","55","55","55","70","70","100","70","66","55","55","55","False"
"25","FF","クリティカル攻撃力","","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"26","FF","クリティカル防御力","","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"27","12","クリティカル","物理・魔法攻撃により与えるダメージ量と回復量が増加します。<hex:02100103>クリティカルが高いほど、クリティカルヒットが発生しやすくなり、ダメージ量と回復量が増加します。","19","100","40","85","135","85","0","135","85","67","67","67","67","140","70","220","440","0","220","525","355","355","220","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"28","FF","クリティカル回避力","","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"29","FF","斬耐性","斬属性のダメージを軽減します。","43","0","0","0","0","0","0","0","0","200","200","200","200","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"30","FF","突耐性","突属性のダメージを軽減します。","44","0","0","0","0","0","0","0","0","200","200","200","200","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"31","FF","打耐性","打属性のダメージを軽減します。","45","0","0","0","0","0","0","0","0","200","200","200","200","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"32","FF","射耐性","","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"33","13","攻撃魔法威力","攻撃魔法によるダメージ量に影響を与えます。<hex:02100103>攻撃魔法威力が高いほど、魔法攻撃で与えるダメージが大きくなります。","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"34","14","回復魔法威力","回復魔法による回復量に影響を与えます。<hex:02100103>回復魔法威力が高いほど、回復魔法による回復量が大きくなります。","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"35","FF","強化魔法威力","","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"36","15","エレメンタル補正","","36","100","40","85","135","85","0","135","85","67","67","67","67","140","70","220","440","0","220","525","355","355","220","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"37","FF","火","火属性のダメージを軽減します。","37","100","40","85","135","85","0","135","85","67","67","67","67","140","70","220","440","0","220","525","355","355","220","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"38","FF","氷","氷属性のダメージを軽減します。","38","100","40","85","135","85","0","135","85","67","67","67","67","140","70","220","440","0","220","525","355","355","220","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"39","FF","風","風属性のダメージを軽減します。","39","100","40","85","135","85","0","135","85","67","67","67","67","140","70","220","440","0","220","525","355","355","220","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"40","FF","土","土属性のダメージを軽減します。","40","100","40","85","135","85","0","135","85","67","67","67","67","140","70","220","440","0","220","525","355","355","220","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"41","FF","雷","雷属性のダメージを軽減します。","41","100","40","85","135","85","0","135","85","67","67","67","67","140","70","220","440","0","220","525","355","355","220","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"42","FF","水","水属性のダメージを軽減します。","42","100","40","85","135","85","0","135","85","67","67","67","67","140","70","220","440","0","220","525","355","355","220","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"43","FF","全魔法耐性","","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"44","16","意思力","物理・魔法攻撃により与えるダメージ量と回復量に影響を与えます。<hex:02100103>意思力が高いほどダメージ量と回復量が増加します。","20","100","40","85","135","85","0","135","85","67","67","67","67","140","70","220","440","0","220","525","355","355","220","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"45","17","スキルスピード","ウェポンスキルのキャストタイムやリキャストタイムと、物理攻撃のオートアタックおよび継続ダメージ効果が与えるダメージ量に影響を与えます。<hex:02100103>スキルスピードが高いほど、ウェポンスキルのキャストタイムやリキャストタイムを短縮します。<hex:02100103>加えてオートアタックと継続ダメージ効果のダメージ量が増加します。","21","100","40","85","135","85","0","135","85","67","67","67","67","140","70","220","440","0","220","525","355","355","220","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"46","18","スペルスピード","魔法のキャストタイムやリキャストタイムと継続ダメージ効果が与えるダメージ量、継続回復効果の効果量に影響を与えます。<hex:02100103>スペルスピードが高いほど、魔法のキャストタイムやリキャストタイムを短縮します。<hex:02100103>加えて継続ダメージ効果のダメージ量と継続回復効果の回復量が増加します。","22","100","40","85","135","85","0","135","85","67","67","67","67","140","70","220","440","0","220","525","355","355","220","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"47","19","ヘイスト","","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","True"
"48","FF","モラル","対戦バトルコンテンツにおいて、物理防御力と魔法防御力の代わりに、他のプレイヤーから受けるダメージ量に影響を与えます。<hex:02100103>加えて他のプレイヤーに与えるダメージ量にも影響を与えます。","73","100","40","85","135","85","0","135","85","67","67","67","67","140","70","220","440","0","220","525","355","355","220","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"49","FF","敵視","","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"50","FF","敵視-","","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"51","FF","分解スキル上昇率","","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"52","FF","経験値獲得量","","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"53","FF","リジェネ","","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"54","FF","リフレシュ","","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"55","FF","主能力補正","","11","100","40","85","135","85","0","135","85","67","67","67","67","140","70","220","440","0","220","525","355","355","220","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"56","FF","副能力補正","","18","100","40","85","135","85","0","135","85","67","67","67","67","140","70","220","440","0","220","525","355","355","220","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"57","FF","スロウ耐性","スロウの効果時間を短縮します。","61","140","0","172","172","172","0","172","172","0","0","0","0","140","140","344","688","0","344","860","516","516","344","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"58","FF","石化耐性","","62","140","0","172","172","172","0","172","172","0","0","0","0","140","140","344","688","0","344","860","516","516","344","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"59","FF","麻痺耐性","","63","140","0","172","172","172","0","172","172","0","0","0","0","140","140","344","688","0","344","860","516","516","344","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"60","FF","沈黙耐性","沈黙の効果時間を短縮します。","64","140","0","172","172","172","0","172","172","0","0","0","0","140","140","344","688","0","344","860","516","516","344","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"61","FF","暗闇耐性","暗闇の効果時間を短縮します。","65","140","0","172","172","172","0","172","172","0","0","0","0","140","140","344","688","0","344","860","516","516","344","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"62","FF","毒耐性","毒の効果時間を短縮します。","66","140","0","172","172","172","0","172","172","0","0","0","0","140","140","344","688","0","344","860","516","516","344","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"63","FF","スタン耐性","スタンの効果時間を短縮します。","67","140","0","172","172","172","0","172","172","0","0","0","0","140","140","344","688","0","344","860","516","516","344","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"64","FF","睡眠耐性","睡眠の効果時間を短縮します。","68","140","0","172","172","172","0","172","172","0","0","0","0","140","140","344","688","0","344","860","516","516","344","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"65","FF","バインド耐性","バインドの効果時間を短縮します。","69","140","0","172","172","172","0","172","172","0","0","0","0","140","140","344","688","0","344","860","516","516","344","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"66","FF","ヘヴィ耐性","ヘヴィの効果時間を短縮します。","70","140","0","172","172","172","0","172","172","0","0","0","0","140","140","344","688","0","344","860","516","516","344","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"67","FF","死の宣告耐性","","71","140","0","172","172","172","0","172","172","0","0","0","0","140","140","344","688","0","344","860","516","516","344","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"68","FF","装備消耗耐性","","72","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"69","FF","錬精度上昇量","","56","100","20","80","80","80","80","80","80","80","80","80","80","120","60","160","320","0","160","400","240","240","160","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"70","1A","作業精度","製作での作業の進み方に影響します。<hex:02100103>作業精度が高いほど、作業が多く進みます。","30","350","350","20","300","20","20","20","20","20","20","20","30","350","350","320","360","0","40","380","340","340","320","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"71","1B","加工精度","製作での品質の上がり方に影響します。<hex:02100103>加工精度が高いほど、品質が多く上がります。","31","200","200","120","120","120","100","120","120","30","30","30","40","200","200","200","400","0","200","500","300","300","240","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"72","1C","獲得力","採集でのアイテムの獲得率に影響します。<hex:02100103>獲得力が高いほど、獲得率が高くなります。","33","350","200","20","200","150","0","100","10","10","10","10","10","350","350","210","460","0","110","470","450","310","350","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
"73","1D","技術力","採掘師・園芸師のアイテムの入手量に影響します。<hex:02100103>技術力が高いほど、入手量が多くなります。<hex:02100103>漁師の魚の入手サイズに影響します。<hex:02100103>技術力が高いほど、大きいサイズを入手しやすくなります。","34","200","350","200","100","10","0","50","110","10","10","10","10","200","200","300","220","0","110","420","120","210","110","100","100","100","100","100","100","100","100","100","100","100","100","100","False"
