"16","体当たり","対象に土属性魔法攻撃。　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>60<hex:02100103><hex:024804F201F803><hex:024904F201F903>追加効果：<hex:0249020103><hex:0248020103>スタン　<hex:024804F201F803><hex:024904F201F903>効果時間：<hex:0249020103><hex:0248020103>2秒<hex:02100103><hex:024804F201F403><hex:024904F201F503>「セミオーダー」<hex:0249020103><hex:0248020103>状態では命令を受けるまで実行しない。","786","636","2","True","False","False"
"17","ウィンドブレード","対象に風属性魔法攻撃。　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>110","786","792","5","True","False","False"
"18","ショックウェーブ","対象に風属性魔法攻撃。　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>90<hex:02100103><hex:024804F201F803><hex:024904F201F903>追加効果：<hex:0249020103><hex:0248020103>対象を15mノックバックする<hex:02100103><hex:024804F201F403><hex:024904F201F503>「セミオーダー」<hex:0249020103><hex:0248020103>状態では命令を受けるまで実行しない。<hex:0249020103><hex:0248020103>","786","793","5","True","False","False"
"19","エリアルスラッシュ","対象とその周囲の敵に風属性範囲魔法攻撃。　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>90<hex:02100103><hex:024804F201F403><hex:024904F201F503>「セミオーダー」<hex:0249020103><hex:0248020103>状態では命令を受けるまで実行しない。<hex:0249020103><hex:0248020103>","786","794","5","True","False","False"
"20","コンテージョン","一定時間、対象が受ける魔法ダメージを10％上昇させる。<hex:02100103><hex:024804F201F803><hex:024904F201F903>効果時間：<hex:0249020103><hex:0248020103>15秒<hex:02100103><hex:024804F201F403><hex:024904F201F503>「セミオーダー」<hex:0249020103><hex:0248020103>状態では命令を受けるまで実行しない。","786","795","5","True","False","False"
"21","エリアルブラスト","対象とその周囲の敵に風属性範囲魔法攻撃。　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>250<hex:02100103>マスターが<hex:024804F201F403><hex:024904F201F503>「エンキンドル」<hex:0249020103><hex:0248020103>を実行することで使用する。","786","796","5","True","False","False"
"22","ロックバスター","対象に土属性魔法攻撃。　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>85<hex:02100103><hex:024804F201F803><hex:024904F201F903>追加効果：<hex:0249020103><hex:0248020103>敵視アップ","786","787","4","True","False","False"
"23","マウンテンバスター","自身の周囲の敵に土属性範囲魔法攻撃。　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>70<hex:02100103><hex:024804F201F803><hex:024904F201F903>追加効果：<hex:0249020103><hex:0248020103>敵視アップ<hex:02100103><hex:024804F201F403><hex:024904F201F503>「セミオーダー」<hex:0249020103><hex:0248020103>状態では命令を受けるまで実行しない。","786","788","4","True","False","False"
"24","大地の守り","一定時間、ペット自身の被ダメージを20％軽減させる。<hex:02100103><hex:024804F201F803><hex:024904F201F903>効果時間：<hex:0249020103><hex:0248020103>20秒<hex:02100103><hex:024804F201F403><hex:024904F201F503>「セミオーダー」<hex:0249020103><hex:0248020103>状態では命令を受けるまで実行しない。<hex:0249020103><hex:0248020103>","786","789","4","True","False","False"
"25","ランドスライド","対象に土属性魔法攻撃。　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>70<hex:02100103><hex:024804F201F803><hex:024904F201F903>追加効果：<hex:0249020103><hex:0248020103>スタン　<hex:024804F201F803><hex:024904F201F903>効果時間：<hex:0249020103><hex:0248020103>2秒<hex:02100103><hex:024804F201F403><hex:024904F201F503>「セミオーダー」<hex:0249020103><hex:0248020103>状態では命令を受けるまで実行しない。","786","790","4","True","False","False"
"26","大地の怒り","自身の周囲の敵に土属性範囲魔法攻撃　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>200<hex:02100103><hex:024804F201F803><hex:024904F201F903>追加効果：<hex:0249020103><hex:0248020103>ダメージエリアを生成する。<hex:02100103><hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>20　<hex:024804F201F803><hex:024904F201F903>効果時間：<hex:0249020103><hex:0248020103>15秒<hex:02100103>マスターが<hex:024804F201F403><hex:024904F201F503>「エンキンドル」<hex:0249020103><hex:0248020103>を実行することで使用する。","786","791","4","True","False","False"
"27","クリムゾンサイクロン","対象に火属性魔法攻撃。　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>110<hex:02100103><hex:024804F201F803><hex:024904F201F903>追加効果：<hex:0249020103><hex:0248020103>スタン　<hex:024804F201F803><hex:024904F201F903>効果時間：<hex:0249020103><hex:0248020103>2秒<hex:02100103><hex:024804F201F403><hex:024904F201F503>「セミオーダー」<hex:0249020103><hex:0248020103>状態では命令を受けるまで実行しない。","786","797","3","True","False","False"
"28","バーニングストライク","対象に火属性魔法攻撃。　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>135","786","798","3","True","False","False"
"29","光輝の盾","自身と周囲のパーティメンバーにバリアを張る。<hex:02100103><hex:024804F201F803><hex:024904F201F903>効果時間：<hex:0249020103><hex:0248020103>20秒<hex:02100103><hex:024804F201F803><hex:024904F201F903>バリア効果（被攻撃時、発動確率100％）：<hex:0249020103><hex:0248020103>攻撃者の被物理ダメージを2％上昇させる。　<hex:024804F201F803><hex:024904F201F903>効果時間：<hex:0249020103><hex:0248020103>4秒<hex:02100103><hex:024804F201F403><hex:024904F201F503>「セミオーダー」<hex:0249020103><hex:0248020103>状態では命令を受けるまで実行しない。","786","799","3","True","False","False"
"30","フレイミングクラッシュ","自身の周囲の敵に火属性範囲魔法攻撃。　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>110<hex:02100103><hex:024804F201F403><hex:024904F201F503>「セミオーダー」<hex:0249020103><hex:0248020103>状態では命令を受けるまで実行しない。","786","800","3","True","False","False"
"31","地獄の火炎","対象に向かって火属性前方扇範囲魔法攻撃。　<hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>200<hex:02100103><hex:024804F201F803><hex:024904F201F903>追加効果：<hex:0249020103><hex:0248020103>対象に火属性の継続ダメージを付与する<hex:02100103><hex:024804F201F803><hex:024904F201F903>威力：<hex:0249020103><hex:0248020103>20　<hex:024804F201F803><hex:024904F201F903>効果時間：<hex:0249020103><hex:0248020103>15秒<hex:02100103>マスターが<hex:024804F201F403><hex:024904F201F503>「エンキンドル」<hex:0249020103><hex:0248020103>を実行することで使用する。","786","801","3","True","False","False"
"32","光の癒し","対象のＨＰを回復する。　<hex:024804F201F803><hex:024904F201F903>回復力：<hex:0249020103><hex:0248020103>250","786","802","6","True","False","False"
"33","光の囁き","自身と周囲のパーティメンバーのＨＰを継続回復する。<hex:02100103><hex:024804F201F803><hex:024904F201F903>回復力：<hex:0249020103><hex:0248020103>120　<hex:024804F201F803><hex:024904F201F903>効果時間：<hex:0249020103><hex:0248020103>21秒<hex:02100103><hex:024804F201F403><hex:024904F201F503>「セミオーダー」<hex:0249020103><hex:0248020103>状態では命令を受けるまで実行しない。<hex:0249020103><hex:0248020103>","786","803","6","True","False","False"
"34","フェイコヴナント","一定時間、自身の周囲のパーティメンバーの魔法防御力を20％上昇させる。　<hex:024804F201F803><hex:024904F201F903>効果時間：<hex:0249020103><hex:0248020103>20秒<hex:02100103><hex:024804F201F403><hex:024904F201F503>「セミオーダー」<hex:0249020103><hex:0248020103>状態では命令を受けるまで実行しない。<hex:0249020103><hex:0248020103>","786","804","6","True","False","False"
"35","フェイイルミネーション","一定時間、自身と周囲のパーティメンバーの回復魔法の回復量を10％上昇させる。　<hex:024804F201F803><hex:024904F201F903>効果時間：<hex:0249020103><hex:0248020103>20秒<hex:02100103><hex:024804F201F403><hex:024904F201F503>「セミオーダー」<hex:0249020103><hex:0248020103>状態では命令を受けるまで実行しない。<hex:0249020103><hex:0248020103>","786","805","6","True","False","False"
"36","光の癒し","対象のＨＰを回復する。　<hex:024804F201F803><hex:024904F201F903>回復力：<hex:0249020103><hex:0248020103>250","786","806","7","True","False","False"
"37","光の沈黙","対象に沈黙を付与する。　<hex:024804F201F803><hex:024904F201F903>効果時間：<hex:0249020103><hex:0248020103>1秒<hex:02100103><hex:024804F201F403><hex:024904F201F503>「セミオーダー」<hex:0249020103><hex:0248020103>状態では命令を受けるまで実行しない。<hex:0249020103><hex:0248020103>","786","807","7","True","False","False"
"38","フェイカレス","周囲のパーティメンバーが受けている一部の弱体効果を1つ解除する。<hex:024804F201F403><hex:024904F201F503>「セミオーダー」<hex:0249020103><hex:0248020103>状態では命令を受けるまで実行しない。","786","810","7","True","False","False"
"39","フェイウィンド","一定時間、自身と周囲のパーティメンバーのオートアタックの攻撃間隔と、ウェポンスキルおよび魔法のキャストタイムとリキャストタイムを3％短縮させる。　<hex:024804F201F803><hex:024904F201F903>効果時間：<hex:0249020103><hex:0248020103>30秒<hex:02100103><hex:024804F201F403><hex:024904F201F503>「セミオーダー」<hex:0249020103><hex:0248020103>状態では命令を受けるまで実行しない。","786","811","7","True","False","False"
"40","アタックモード","攻撃を行う状態。","405","0","8","True","False","False"
"41","サポートモード","補助効果を発生させる状態。","405","0","8","True","False","False"
"42","","","405","7428","10","True","False","False"
"43","","","405","7449","10","True","False","False"
"44","","","405","7450","0","True","False","False"
"45","","","405","7416","8","True","False","False"
"46","","","405","7417","9","True","False","False"
"47","","","405","7438","0","True","False","False"
"48","","","405","7440","0","True","False","False"
"49","","","405","7441","0","True","False","False"
"50","","","405","8879","0","True","False","False"
"51","","","405","8881","0","True","False","False"
"52","","","405","9127","0","True","False","False"
