"10","86807","<hex:0248020803><hex:0249020403>いざダンジョンへ！③ サポートNPCを利用しての攻略（続き）<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>進入地点にアクセスし、<hex:0248020F03><hex:0249021003>「サポートNPCと突入」を選ぶ<hex:0249020103><hex:0248020103>ことで、<hex:02100103><hex:0248020F03><hex:0249021003>コンテンツサポーターウィンドウ<hex:0249020103><hex:0248020103>が開きます。<hex:02100103><hex:02100103><hex:0248020F03><hex:0249021003>NPCのクラスやジョブ<hex:0249020103><hex:0248020103>は、貴方のクラスやジョブに合わせ、<hex:02100103>最適な組み合わせになるよう、<hex:0248020F03><hex:0249021003>自動的に調整<hex:0249020103><hex:0248020103>されます。<hex:02100103><hex:0248020F03><hex:0249021003>「突入」ボタンを押して<hex:0249020103><hex:0248020103>、NPCと共にダンジョンの攻略に挑みましょう！"
"11","86808","<hex:0248020803><hex:0249020403>いざダンジョンへ！④ 他のプレイヤーとパーティを編成して攻略<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103><hex:0248020F03><hex:0249021003>プレイヤー同士<hex:0249020103><hex:0248020103>でダンジョンなどへ突入するための<hex:0248020F03><hex:0249021003>便利な機能<hex:0249020103><hex:0248020103>、<hex:02100103>それが<hex:0248020F03><hex:0249021003>「コンテンツファインダー」<hex:0249020103><hex:0248020103>です。<hex:02100103><hex:02100103>進入地点にアクセスし、<hex:0248020F03><hex:0249021003>「他のプレイヤーと突入」を選ぶ<hex:0249020103><hex:0248020103>ことで、<hex:02100103><hex:0248020F03><hex:0249021003>コンテンツファインダーウィンドウ<hex:0249020103><hex:0248020103>が開きます。<hex:02100103><hex:0248020F03><hex:0249021003>行きたいダンジョン名などを選択<hex:0249020103><hex:0248020103>し、<hex:0248020F03><hex:0249021003>「参加申請」を押す<hex:0249020103><hex:0248020103>ことで、<hex:02100103>同じ目的を持った他のプレイヤーと、自動的にパーティを編成してくれます。<hex:02100103>これを<hex:0248020F03><hex:0249021003>「マッチング」<hex:0249020103><hex:0248020103>と呼びます。"
"12","86809","<hex:0248020803><hex:0249020403>いざダンジョンへ！⑤ 他のプレイヤーとパーティを編成して攻略（続き）<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103><hex:0248020F03><hex:0249021003>マッチングが完了<hex:0249020103><hex:0248020103>した際には、<hex:0248020F03><hex:0249021003>アラームが鳴り<hex:0249020103><hex:0248020103>ます。<hex:02100103><hex:0248020F03><hex:0249021003>「突入」を押して<hex:0249020103><hex:0248020103>コンテンツに挑戦！<hex:02100103><hex:02100103>マッチングで出会うのは、<hex:0248020F03><hex:0249021003>貴方と同じように冒険をしているプレイヤー<hex:0249020103><hex:0248020103>です。<hex:02100103>「こんにちは！」「よろしくお願いします！」などの挨拶を交わし、<hex:02100103><hex:0248020F03><hex:0249021003>一緒にコンテンツの攻略<hex:0249020103><hex:0248020103>を目指しましょう！"
"13","86810","<hex:0248020803><hex:0249020403>攻略可能なダンジョンはどんどん増えていく！<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>貴方の冒険が進めば、攻略可能なダンジョンはどんどん増えていきます。<hex:02100103><hex:0248020F03><hex:0249021003>コンテンツサポーターに未対応のダンジョンやコンテンツ<hex:0249020103><hex:0248020103>には、<hex:02100103><hex:0248020F03><hex:0249021003>コンテンツファインダーを利用<hex:0249020103><hex:0248020103>して挑戦してみましょう！<hex:02100103><hex:02100103>また、攻略済みのダンジョンは、後から繰り返し再挑戦可能です。<hex:02100103><hex:0248020F03><hex:0249021003>メインコマンド<hex:0249020103><hex:0248020103>の<hex:0248020F03><hex:0249021003>「コンテンツ情報」<hex:0249020103><hex:0248020103>から<hex:0248020F03><hex:0249021003>「コンテンツファインダー」<hex:0249020103><hex:0248020103>や、<hex:02100103><hex:0248020F03><hex:0249021003>「コンテンツサポーター」<hex:0249020103><hex:0248020103>を利用して再挑戦できます。"
"14","86810","<hex:0248020803><hex:0249020403>もういちど説明を読みたくなったら<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>コンテンツファインダーやコンテンツサポーターのウィンドウを開いて、<hex:02100103><hex:0248020F03><hex:0249021003>「？」ボタンを押す<hex:0249020103><hex:0248020103>ことで、それぞれの解説を読むことができます。<hex:02100103><hex:02100103>このふたつの機能は、ストーリーを進めていく上で、とても重要な機能です！<hex:02100103>これらの機能を使って、快適に冒険を進めていきましょう！！"
"15","86812","<hex:0248020803><hex:0249020403>新しい形式のコンテンツ、ヴァリアントダンジョンが開放されました！<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103><hex:0248020F03><hex:0249021003>ヴァリアントダンジョン<hex:0249020103><hex:0248020103>は、その場所にまつわる人物とともにダンジョン内の<hex:0248020F03><hex:0249021003>分岐したルート<hex:0249020103><hex:0248020103>を探検し、<hex:02100103>新たな<hex:0248020F03><hex:0249021003>物語を発見<hex:0249020103><hex:0248020103>していくという要素を持ったコンテンツです。<hex:02100103><hex:02100103>発見した物語は、ヴァリアントダンジョン専用の手記や記録といった形でひとつずつ綴られていきます。<hex:02100103><hex:02100103>ルートの中には、分岐する方法が隠されているものもあります。<hex:02100103>すべてのルートを発見し、隠された物語を明かしていきましょう。"
"16","86812","<hex:0248020803><hex:0249020403>攻略に行ける人数も自由<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>ヴァリアントダンジョンは1～4人いずれの人数でも遊べる様に<hex:02100103>難易度が<hex:0248020F03><hex:0249021003>自動調整<hex:0249020103><hex:0248020103>される仕組みが入っています。<hex:02100103><hex:02100103>気の知れた仲間とパーティを組んで行くこともできますし、<hex:02100103>他のプレイヤーとマッチングを利用して一緒に攻略することも可能です。<hex:02100103>ひとりでの攻略も可能ですが、歯ごたえのある難易度となります。"
"17","86813","<hex:0248020803><hex:0249020403>ヴァリアントアクション<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>自由なロール構成で攻略が楽しめるように、ヴァリアントダンジョン内で<hex:02100103>使える特殊なアクション「<hex:0248020F03><hex:0249021003>ヴァリアントアクション<hex:0249020103><hex:0248020103>」が用意されています。<hex:02100103><hex:02100103>タンクやDPSロールでもヒーラーの役目ができるよう<hex:0248020F03><hex:0249021003>特別なケアルやレイズ<hex:0249020103><hex:0248020103>などがあり<hex:02100103>その他のロールについても同様の<hex:0248020F03><hex:0249021003>特別なアクション<hex:0249020103><hex:0248020103>が用意されています。<hex:02100103><hex:02100103>攻略中に使える2つのヴァリアントアクションは、いつでも専用メニューから組み換え可能です。"
"18","86813","<hex:0248020803><hex:0249020403>突入方法<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>ヴァリアントダンジョンへの突入は、<hex:0248020F03><hex:0249021003>入口のNPCに話しかける<hex:0249020103><hex:0248020103>か、または<hex:02100103>メインコマンド「コンテンツ情報」にある「<hex:0248020F03><hex:0249021003>特殊ダンジョン探索<hex:0249020103><hex:0248020103>」を選んで<hex:02100103>開かれる専用ウィンドウから行います。<hex:02100103><hex:02100103>ヴァリアントアクションの設定や、発見した物語を読むなど、特殊ダンジョン探索に<hex:02100103>関する操作は全てこちらからできるようになっています。"
"19","86811","<hex:0248020803><hex:0249020403>「無人島開拓」は、あなただけの無人島で自由な時間を満喫するコンテンツです！<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>島内を探索して絶景ポイントを探したり、畑で作物を育てたり、動物を飼育したり、<hex:02100103>好きなことを楽しみながら、南の島での自分流の暮らしを送ってみましょう！"
"20","86811","<hex:0248020803><hex:0249020403>■クラス/ジョブに制約なし<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>クラフタークラスやギャザラークラスの経験がなくても、<hex:02100103>どのクラス・ジョブでも制約なくコンテンツをプレイできます。<hex:02100103><hex:02100103>お気に入りの装いで無人島開拓を楽しんでください！"
"21","86811","<hex:0248020803><hex:0249020403>■開拓経験値と開拓ランク<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>無人島内で活動することで「開拓経験値」が獲得でき、<hex:02100103>これを一定の値まで貯めることによって、「開拓ランク」が上昇します。<hex:02100103><hex:02100103>開拓ランクが上がることによって、無人島内でできることが、どんどん増えていきます。"
"22","86811","<hex:0248020803><hex:0249020403>■開拓目標<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>無人島内では、開拓目標という指針が表示されます。<hex:02100103>開拓目標に従って行動することで、無人島で次にできることが案内されます。<hex:02100103><hex:02100103>何をやれば良いのか迷ったときは、開拓目標を進めてみましょう。"
